Row#,specobjid,ra,dec,class,subclass,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,sii_6731_flux,oi_6300_flux
710,299608699108878336,145.70654,0.45938881,GALAXY,,-4.978234,-0.9811188,9.060179,6.127165,-22.89536,5.488719
711,299608699578640384,145.72549,0.73065387,GALAXY,,12.61608,11.19215,15.02182,10.81521,-3.700841,-1.107799
712,299608974456547328,145.82657,0.37310286,GALAXY,,14.72631,4.268187,1.130908,4.010897,4.662686,-0.6029763
713,299609248864692224,145.81392,0.48850601,GALAXY,STARFORMING,137.0928,32.91891,12.28566,42.20993,19.69932,6.171959
714,299609249334454272,145.72946,0.12689565,GALAXY,STARFORMING,225.3687,49.74669,15.15882,89.19385,32.384,6.441563
715,299609523742599168,145.79259,0.52472729,GALAXY,STARFORMING,193.0126,49.51504,45.61839,139.434,32.33186,13.65489
716,299609524212361216,145.74324,0.46346691,GALAXY,,3.324829,-3.461496,-1.957857,-2.147318,-1.930253,0.3091171
717,299609798620506112,145.77515,0.32021602,GALAXY,STARBURST,2082.63,645.1212,4311.511,52.13974,70.39994,22.56505
718,299609799090268160,145.77515,0.32021602,GALAXY,STARBURST,2154.871,695.6219,4605.134,51.04001,70.34242,20.36342
719,299610073498413056,145.80019,0.41417226,GALAXY,STARFORMING,361.8823,62.27009,49.50208,196.5373,58.60144,20.22365
720,299610073968175104,145.76582,0.13534552,GALAXY,AGN,236.8927,56.34292,146.4084,173.0037,52.49122,19.27157
721,299610348376320000,145.76582,0.13534552,GALAXY,AGN,242.1953,48.35335,153.3905,185.1588,41.66609,17.84976
722,299610348846082048,145.82799,0.19321664,GALAXY,,16.94432,15.56413,-1.049167,-0.8388855,4.339784,0.7961434
723,299610623254226944,146.2856,1.1721241,GALAXY,,14.57659,0.6630358,14.17318,14.39189,2.815477,9.192032
724,299610623723988992,146.18715,0.96667596,GALAXY,,-5141.682,17.32529,-0.2305149,0.2925386,0,-7.734244
725,299610898601895936,146.23428,1.1255896,GALAXY,,8.384018,5.287302,4.113575,22.1372,1.519184,6.487098
726,299611173010040832,146.26584,1.2304246,GALAXY,,96.31825,37.3512,63.42884,1.824962,4.880166,2.955266
727,299611173479802880,146.24704,0.92494778,GALAXY,,129.3254,24.1229,1.530842,44.41307,12.30853,0.9208599
728,299611447887947776,146.08739,0.99799906,GALAXY,,24.77639,16.00986,-0.2413959,2.911711,5.082063,6.993726
729,299611448357709824,146.18955,1.0375748,GALAXY,,0,-0.04087005,6.317822,0,0,7.431082
730,299611722765854720,146.23428,1.1255896,GALAXY,,11.29009,0.1274102,0.09942567,8.020147,-6.035472,0.6367078
731,299611997643761664,146.29967,1.2087009,GALAXY,,37.92307,-7.649396,2.030085,1.346346,-5.38482,-3.718427
732,299611998113523712,146.29967,1.2087009,GALAXY,,142.7294,1.035821,4.196486,-10.91902,-2.701427,-0.8952764
733,299612272521668608,146.22688,1.2452673,GALAXY,,18.46678,-3.746525,4.671564,7.408307,-10.21169,-6.391105
734,299612272991430656,146.25244,1.1195781,GALAXY,,24.06844,7.28807,19.15851,16.21183,-0.7703758,4.996665
735,299612547399575552,146.20631,1.1483018,GALAXY,,27.45279,2.087312,14.10128,4.57484,-1.919781,-5.903226
736,299612547869337600,146.08739,0.99799906,GALAXY,,18.38242,1.1941,1.965859,3.778666,0.7533854,-0.7510565
737,299612822277482496,146.24704,0.92494778,GALAXY,,138.0457,22.64797,7.523073,46.09235,15.85137,3.474466
738,299612822747244544,146.22688,1.2452673,GALAXY,,2.222702,-0.7632093,4.78179,3.103841,-1.631001,0.7033462
739,299613097625151488,146.26584,1.2304246,GALAXY,STARFORMING,108.7583,30.1784,65.6298,7.334184,6.205035,0.5408543
740,299613372033296384,146.25244,1.1195781,GALAXY,,56.6688,-0.2818338,21.64631,33.14881,-15.36102,7.805006
741,299613372503058432,146.10837,0.79938927,GALAXY,,0,0.437098,-1.725388,0,0,-1.544324
742,299613646911203328,146.15976,0.84071746,GALAXY,,31.07665,21.13054,-1.397186,4.445593,3.605752,0.4857776
743,299613922258872320,146.15329,0.86874136,GALAXY,,23.92471,9.15012,1.026578,23.48977,1.812447,5.772928
744,299614196667017216,146.14741,0.81735361,GALAXY,,12.25343,6.050858,-1.246175,9.422678,-2.518208,1.474816
745,299614197136779264,146.14741,0.81735361,GALAXY,,2.843784,2.913727,10.92426,9.149202,-12.95856,2.132904
746,299614471544924160,146.15329,0.86874136,GALAXY,,26.89514,11.42317,4.307037,22.47077,4.678199,10.29398
747,299614472014686208,146.22705,1.0058905,GALAXY,,0,0,0,0,0,0
748,299614746892593152,146.15976,0.84071746,GALAXY,,21.73353,23.61856,8.383287,1.127927,-2.647968,9.306817
749,299615021300738048,146.12635,0.75790423,GALAXY,,152.6501,32.87817,226.0838,130.5867,45.83794,15.78604
750,299615021770500096,146.12635,0.75790423,GALAXY,AGN,147.9404,29.45722,215.3123,125.6447,47.3302,18.68361
751,299615296648407040,146.13155,0.84119279,GALAXY,,52.38928,10.00516,30.29993,39.42457,10.74789,0.8167689
752,299615571526313984,146.2856,1.1721241,GALAXY,,37.93399,-3.612339,3.596859,7.063223,6.218822,0.6138664
753,299615845934458880,146.13155,0.84119279,GALAXY,,51.86259,13.607,31.31188,48.98723,8.836065,5.154167
754,299615846404220928,146.20631,1.1483018,GALAXY,,36.87973,0.2938623,16.67835,-9.080762,7.566271,5.764849
755,299616120812365824,145.93673,0.49889122,GALAXY,,45.81546,5.716549,16.29399,34.33618,3.635108,2.672284
756,299616121282127872,146.02091,0.7335569,GALAXY,,43.13193,41.10745,40.11598,0.3159323,13.93999,-22.11613
757,299616395690272768,146.02091,0.7335569,GALAXY,,55.82414,43.349,22.07255,9.640716,5.111801,-19.62126
758,299616670568179712,145.94781,0.46529716,GALAXY,STARFORMING,204.8127,51.73865,47.40389,80.73684,42.59581,12.54915
759,299616671037941760,145.99917,0.35244454,GALAXY,STARFORMING,171.3261,31.81747,15.04641,95.64536,20.63931,3.653601
760,299616945446086656,146.05095,0.44008916,GALAXY,STARBURST,873.6693,196.3355,94.05027,257.0442,119.2706,27.84406
761,299616945915848704,145.92821,0.53113356,GALAXY,STARFORMING,77.74821,23.93297,14.54816,19.76946,17.58755,4.040982
762,299617220323993600,146.01687,0.71680772,GALAXY,,14.57101,5.338598,8.259871,8.90019,6.309211,1.484058
763,299617220793755648,146.05095,0.44008916,GALAXY,STARBURST,887.5396,197.7811,96.68105,252.1798,123.0287,22.7352
764,299617495671662592,146.01687,0.71680772,GALAXY,,6.278814,7.785705,15.62717,10.79655,5.979619,11.58976
765,299617770079807488,145.99917,0.35244454,GALAXY,STARFORMING,170.6448,39.39012,16.63534,88.55323,23.96768,13.56158
766,299617770549569536,145.94781,0.46529716,GALAXY,STARFORMING,200.2706,44.90566,38.5819,86.59311,41.37077,16.40117
767,299618044957714432,146.01594,0.3131747,GALAXY,,0,3.512236,0.5856941,0,0,-4.688935
768,299618045427476480,146.06202,0.30231485,GALAXY,AGN,190.735,47.87605,173.4187,167.8519,74.70917,36.95225
769,299618319835621376,145.92821,0.53113356,GALAXY,,83.7776,19.39352,14.2118,18.32261,14.69841,5.391356
770,299618320305383424,145.93673,0.49889122,GALAXY,,44.9868,11.49474,5.648367,30.001,6.884676,3.91617
771,299618594713528320,145.93774,0.67207956,GALAXY,,11.21366,7.433112,2.267537,0.6168337,0.9507666,2.370996
772,299618595183290368,145.93774,0.67207956,GALAXY,,12.6791,1.582852,6.440009,8.273436,5.74505,-4.838012
773,299618869591435264,145.90721,0.40090482,GALAXY,,99.97867,16.6195,5.314137,44.74538,6.726518,4.260837
774,299619144469342208,146.04543,0.17980546,GALAXY,STARBURST,2247.352,650.984,2169.292,190.1516,173.1788,40.09564
775,299619144939104256,146.00604,0.14544788,GALAXY,,9.664778,21.24307,2.278061,4.900422,0.1915745,-1.510193
776,299619419347249152,145.95625,0.19937236,GALAXY,,31.93977,4.635263,6.206331,25.98059,8.26302,-0.6263916
777,299619419817011200,145.90721,0.40090482,GALAXY,STARFORMING,102.9884,16.41183,12.07063,37.48006,12.63802,4.934539
778,299619694225156096,145.93858,0.15101524,GALAXY,STARBURST,259.0957,71.89475,72.94606,58.62347,38.09524,10.69584
779,299619694694918144,146.04543,0.17980546,GALAXY,STARBURST,2375.152,701.9868,2279.035,198.7981,178.0945,45.14973
780,299619969103063040,146.00604,0.14544788,GALAXY,,2.179591,6.379528,2.871557,0.520086,4.578639,5.07131
781,299619969572825088,145.93972,0.11688777,GALAXY,STARFORMING,309.0901,66.13542,14.76035,104.2506,28.95356,7.226433
782,299620243980969984,145.93972,0.11688777,GALAXY,STARFORMING,311.0553,67.07693,13.59192,111.1576,30.09913,3.322704
783,299620244450732032,146.00406,0.20363364,GALAXY,,7.136359,4.234853,1.814968,-14.66081,-6.984057,-2.841624
784,299620518858876928,146.00406,0.20363364,GALAXY,,-6.155152,9.356721,-0.7620674,6.981882,-4.987151,-12.48462
785,299620519328638976,145.95625,0.19937236,GALAXY,,35.98981,7.587738,9.305771,20.44137,3.762922,1.449759
786,299620793736783872,146.06202,0.30231485,GALAXY,AGN,195.6631,44.21009,175.4055,167.8092,71.67097,29.23894
787,299620794206545920,146.01594,0.3131747,GALAXY,,0,-2.208344,2.197578,0,0,-3.518337
788,299621069084452864,145.93858,0.15101524,GALAXY,STARBURST,263.7695,71.70961,69.72427,57.32608,43.74263,9.937716
789,299621343492597760,145.97847,0.29494694,GALAXY,STARFORMING,121.6426,29.69394,18.40462,52.05584,5.506449,11.39246
790,299621343962359808,145.97847,0.29494694,GALAXY,STARFORMING,115.1415,26.89888,18.70492,52.58656,8.520628,7.033449
791,299621618370504704,146.15186,0.61346142,GALAXY,,-2.31593,1.016353,-2.457326,2.330942,-4.098006,8.736451
792,299621618840266752,146.27502,0.58101816,GALAXY,,46.157,19.07078,24.31178,65.8445,5.658113,-3.011466
793,299621893248411648,146.20851,0.39060401,GALAXY,,11.35816,2.933397,16.80128,20.16453,10.23932,6.26911
794,299621893718173696,146.21636,0.65945184,GALAXY,,41.95093,17.46152,2.274449,16.35795,1.144721,2.34073
795,299622168126318592,146.06942,0.69821674,GALAXY,,8.211748,-3.110868,13.22286,14.74168,10.47844,6.871663
796,299622443004225536,146.27502,0.58101816,GALAXY,,37.83831,8.22367,24.08142,46.17847,10.30497,8.617413
797,299622717882132480,146.07338,0.1562641,GALAXY,,0,-0.02987695,-0.2013324,0,0,-5.046456
798,299622718351894528,146.25172,0.506149,GALAXY,STARFORMING,459.367,94.31874,87.5701,131.3241,69.78603,18.81296
799,299622993229801472,146.15186,0.61346142,GALAXY,,2.174984,16.05489,-0.3878291,-5.704661,-9.887444,-3.419587
800,299623267637946368,146.14438,0.24309987,GALAXY,,11.89937,2.531718,13.73842,30.42481,17.86168,6.988184
801,299623542515853312,146.08981,0.65983497,GALAXY,,57.32669,16.29681,16.13158,22.03117,14.09011,8.943236
802,299623542985615360,146.14438,0.24309987,GALAXY,,27.63277,13.53102,4.901061,35.73253,8.433496,6.421672
803,299623817393760256,146.1566,0.56959059,GALAXY,STARFORMING,56.50442,19.14841,51.98647,48.66597,20.19554,11.01699
804,299623817863522304,146.08981,0.65983497,GALAXY,STARFORMING,56.51643,15.24712,15.74001,20.85264,15.76461,4.874647
805,299624092271667200,146.17224,0.57064832,GALAXY,STARFORMING,195.1224,48.05497,14.27475,74.91307,22.76169,3.069112
806,299624092741429248,146.06942,0.69821674,GALAXY,,50.15817,19.30637,4.161932,6.393105,-164.5171,-5.540545
807,299624367149574144,146.14242,0.30903218,GALAXY,,1.990113,-1.071255,3.755484,-1.208664,-3.478558,0.9323113
808,299624367619336192,146.18532,0.1193105,GALAXY,,4.034558,6.592362,1.797256,8.228895,6.505586,6.089247
809,299624642027481088,146.21636,0.65945184,GALAXY,,53.20648,6.173541,17.45562,22.38958,41.01242,-4.364446
810,299624642497243136,146.20851,0.39060401,GALAXY,,1.944028,2.447768,4.5878,10.00621,8.542283,9.198901
811,299624916905388032,146.07867,0.21277136,GALAXY,,0,3.270796,10.71275,0,3.852187,4.764189
812,299624917375150080,146.14242,0.30903218,GALAXY,,-0.8862668,1.835792,0.3025328,4.754137,8.265794,1.541015
813,299625192253057024,146.06576,0.18365913,QSO,BROADLINE,526.0214,154.2803,288.3976,289.9417,26.85402,12.21497
814,299625466661201920,146.06576,0.18365913,QSO,BROADLINE,528.9682,169.1455,283.813,264.0919,31.02464,13.1925
815,299625467130963968,146.07867,0.21277136,GALAXY,,20.999,3.197163,8.51973,17.91464,7.592316,-1.213745
816,299625741539108864,146.18532,0.1193105,GALAXY,,2.473576,27.97478,13.74758,11.48939,-3.227689,-2.918577
817,299625742008870912,146.17224,0.57064832,GALAXY,STARFORMING,173.359,41.44617,15.18344,63.29676,20.19247,3.303341
818,299626016417015808,146.25172,0.506149,GALAXY,STARBURST,474.9688,96.96624,78.86189,144.9513,70.70503,12.41445
819,299626291764684800,146.14448,0.12700616,GALAXY,,161.5973,36.45838,5.157605,51.89845,15.6441,6.409949
820,299626566172829696,146.14448,0.12700616,GALAXY,,171.1187,30.54209,5.112977,53.11882,17.4615,4.420421
821,299626566642591744,146.07338,0.1562641,GALAXY,,0,4.891735,-2.648648,0,0,-5.730214
822,299626841520498688,146.1566,0.56959059,GALAXY,AGN,56.35277,16.45282,50.0715,48.71075,26.91611,7.643015
823,299627115928643584,146.58882,0.1725996,GALAXY,STARFORMING,268.2091,67.07059,39.18166,147.8776,43.78136,13.90396
824,299627116398405632,146.31675,0.58920156,GALAXY,,4.743006,-2.122305,6.868195,-0.2541499,-2.302506,-1.899012
825,299627391276312576,146.42944,0.24000639,GALAXY,,71.50941,29.45174,5.426711,28.68259,4.789783,2.537066
826,299627665684457472,146.39576,0.24010216,GALAXY,,153.7639,31.72688,9.169623,95.36105,21.27151,3.505375
827,299627666154219520,146.32035,0.57342009,GALAXY,,101.2425,11.1782,3.247802,42.0421,2.796867,4.617984
828,299627940562364416,146.46299,0.63870908,GALAXY,STARBURST,1538.489,317.2462,82.9399,505.0709,179.6677,34.58164
829,299627941032126464,146.40623,0.6041419,GALAXY,STARFORMING,159.557,36.79979,22.10358,44.34494,27.92311,8.143293
830,299628215440271360,146.42944,0.24000639,GALAXY,,83.05614,20.44575,3.99072,33.72571,9.290561,0.5608014
831,299628215910033408,146.42536,0.56713104,GALAXY,,0,4.431903,8.027961,0,0,4.528849
832,299628490318178304,146.51535,0.16677959,GALAXY,STARFORMING,483.6499,125.2021,55.87589,171.8739,61.19441,14.61958
833,299628490787940352,146.46299,0.63870908,GALAXY,STARBURST,1473.619,317.4383,85.59758,505.576,162.8932,31.71647
834,299628765196085248,146.37363,0.25553936,GALAXY,,99.701,21.81068,12.71484,84.24404,15.01995,10.14025
835,299628765665847296,146.33806,0.72218147,GALAXY,,23.23425,1.103586,1.913209,16.17691,2.930686,0.9102699
836,299629040073992192,146.41406,0.18838338,GALAXY,,51.59189,-0.8165035,-1.660928,42.16424,-1.263457,0
837,299629314951899136,146.41187,0.21531922,GALAXY,,80.87118,14.26458,1.914688,25.58575,6.163366,3.520183
838,299629589829806080,146.29875,0.65613355,GALAXY,,37.12165,3.610974,-0.6102734,19.23759,2.231103,5.94183
839,299629590299568128,146.29875,0.65613355,GALAXY,,42.00387,9.439767,9.276914,20.93547,5.159314,2.265208
840,299629864707713024,146.4187,0.39886801,GALAXY,,14.58152,4.872926,15.45262,7.709687,7.250143,-8.564238
841,299629865177475072,146.4187,0.39886801,GALAXY,,12.89646,5.129032,5.40608,8.115546,4.235775,5.641243
842,299630139585619968,146.40623,0.6041419,GALAXY,STARFORMING,166.4381,46.826,22.95906,47.92018,36.0816,6.452575
843,299630140055382016,146.51535,0.16677959,GALAXY,STARFORMING,507.958,128.0497,45.90336,182.7587,59.78167,14.8085
844,299630689341433856,146.32035,0.57342009,GALAXY,,110.0819,17.23087,8.584119,36.96015,10.82321,1.367742
845,299630689811195904,146.41406,0.18838338,GALAXY,,12.42008,1.825848,0.4178002,3.660322,6.646242,-0.5099854
846,299630964219340800,146.33806,0.72218147,GALAXY,,11.4598,-37.29128,8.712213,19.50949,-1.533512,3.013186
847,299630964689102848,146.50879,0.58851764,QSO,BROADLINE,0,230.7397,376.5913,0,0,0
848,299631239097247744,146.42536,0.56713104,GALAXY,,1.80686,-4.184054,0.8902737,3.385214,-31.31218,-0.1206741
849,299631239567009792,146.39576,0.24010216,GALAXY,,150.4623,33.16695,6.502659,72.59306,21.94637,7.685779
850,299631513975154688,146.31675,0.58920156,GALAXY,,2.674526,1.993108,8.793347,-0.435127,-3.437817,-0.02310834
851,299631514444916736,146.37363,0.25553936,GALAXY,,98.8429,15.45703,12.37557,80.07401,25.35174,6.1454
852,299631788853061632,146.50879,0.58851764,QSO,BROADLINE,0,263.2935,412.5406,0,0,0
853,299631789322823680,146.56889,0.26607889,GALAXY,,3.079207,3.763289,6.80327,3.003728,2.810894,-0.8967209
854,299632064200730624,146.41187,0.21531922,GALAXY,,78.98381,15.33977,-0.9646248,23.21185,7.344792,1.318884
855,299632338608875520,146.56889,0.26607889,GALAXY,,4.533235,4.192691,-2.62625,-2.322172,11.95916,0.43546
856,299632339078637568,146.58882,0.1725996,GALAXY,STARFORMING,225.8311,53.42515,38.00491,132.5258,39.93906,15.70635
857,299632613486782464,146.38552,1.1469976,GALAXY,STARBURST,634.6501,183.2119,430.5441,87.9687,41.65535,2.135532
858,299632613956544512,146.31813,0.98577663,GALAXY,,0,7.12902,1.479837,0,0,-2.707835
859,299632888364689408,146.37291,1.070121,GALAXY,,54.52878,11.14175,6.549736,40.34949,24.55237,8.440494
860,299632888834451456,146.6088,0.80469883,GALAXY,,109.4604,22.59447,6.354975,36.04971,12.8415,1.710109
861,299633163242596352,146.31813,0.98577663,GALAXY,,0,-2.272753,-5.804821,0,0,28.96913
862,299633163712358400,146.35326,1.0603733,GALAXY,STARFORMING,256.7376,45.94022,16.89235,90.40683,34.75271,4.942797
863,299633438120503296,146.5912,0.89671788,GALAXY,STARFORMING,180.2648,46.81037,33.79525,39.90089,32.13786,1.803527
864,299633438590265344,146.58351,1.2272745,GALAXY,,11.13204,3.486925,5.184437,11.82928,11.71405,4.428062
865,299633712998410240,146.47466,0.9057312,GALAXY,,59.04657,1.187698,1.777637,-2.375462,1.07175,3.636103
866,299633713468172288,146.52027,0.87187462,GALAXY,,53.50932,17.64225,95.63992,58.38013,-35.04159,-2.963467
867,299633987876317184,146.52027,0.87187462,GALAXY,,151.0206,50.89284,55.79836,-20.79002,5.449669,24.00986
868,299633988346079232,146.38552,1.1469976,GALAXY,STARBURST,556.8371,140.9157,351.1635,84.946,45.7187,12.61912
869,299634262754224128,146.39189,0.97823298,GALAXY,STARFORMING,79.0673,17.55916,28.74591,13.15464,9.129597,3.014116
870,299634263223986176,146.39189,0.97823298,GALAXY,STARFORMING,77.01791,15.91509,26.32885,14.35056,13.84345,2.857065
871,299634537632131072,146.58351,1.2272745,GALAXY,,7.091702,-0.3238542,1.625552,11.26329,5.248523,-4.717007
872,299634538101893120,146.37291,1.070121,GALAXY,,52.25406,11.44641,16.09192,40.60973,18.42459,9.691984
873,299634812510038016,146.35326,1.0603733,GALAXY,STARFORMING,257.0823,43.33121,24.44448,90.28057,34.4282,11.0633
874,299634812979800064,146.58426,1.0811228,GALAXY,,0,21.57976,4.728817,0,0,0
875,299635362265851904,146.41413,0.76855419,QSO,,6.864607,-0.007702671,69.12469,-0.2312627,16374.76,4.614482
876,299635362735613952,146.51129,0.81325715,GALAXY,,13.19669,5.646118,10.53993,13.91995,2.783217,-4.365619
877,299635637143758848,146.53089,0.7819304,GALAXY,STARFORMING,164.3208,41.30506,86.496,8.068009,18.69137,4.119399
878,299635637613520896,146.53089,0.7819304,GALAXY,STARFORMING,155.941,50.22465,73.61599,11.30263,19.45952,1.639223
879,299635912021665792,146.37977,0.92667107,GALAXY,,234.6278,50.54839,8.517661,78.42273,19.78341,6.040281
880,299635912491427840,146.37977,0.92667107,GALAXY,STARFORMING,212.1318,50.24716,11.39995,80.28949,20.68296,7.055264
881,299636186899572736,146.43634,1.0591926,GALAXY,,6.314455,6.735342,13.19079,17.49172,3.684685,8.852921
882,299636187369334784,146.47466,0.9057312,GALAXY,,4.609484,1.298789,3.358365,-0.02939689,1.163741,0.258699
883,299636461777479680,146.34873,0.90581202,QSO,,0,10.48494,-2.396747,0,0,0
884,299636462247241728,146.36651,0.8511818,GALAXY,,74.09858,17.8656,7.114043,44.46295,14.87356,7.139791
885,299636736655386624,146.58426,1.0811228,GALAXY,,24.07225,19.59756,4.969318,1.799896,2.061798,4.722179
886,299636737125148672,146.34873,0.90581202,GALAXY,,0,5.200271,0.2468,0,0,5.24975
887,299637012003055616,146.43634,1.0591926,GALAXY,,22.60443,8.197126,15.67022,9.548879,1.113872,1.307214
888,299637286411200512,146.51129,0.81325715,GALAXY,,-1.072985,-0.007833045,1.883384,7.218,-0.8231362,-0.5104256
889,299637286880962560,146.41413,0.76855419,QSO,,5.691566,1.75744,1.375724,2.069382,-3.213005,-3.004421
890,299637561289107456,146.36651,0.8511818,GALAXY,,79.83372,14.69218,8.817845,40.74775,16.76075,4.818469
891,299637836167014400,146.6088,0.80469883,GALAXY,,112.0162,24.2643,5.492604,32.3959,12.39536,0.8115594
892,299637836636776448,146.5912,0.89671788,GALAXY,STARFORMING,184.5013,51.13116,36.91146,44.08714,32.18094,2.324072
893,299638111044921344,146.81401,0.11892939,QSO,BROADLINE,244.4241,61.2346,20.97528,25.38947,-1.473931,-3.715442
894,299638111514683392,146.83636,0.51181492,GALAXY,STARFORMING,134.3766,33.02384,8.295544,47.31856,17.93678,2.233722
895,299638385922828288,146.67518,0.27798105,GALAXY,,15.00497,7.599727,1.064098,-2.96331,-1.577553,-2.880771
896,299638386392590336,146.78188,0.70441663,GALAXY,STARFORMING,111.7934,33.0836,13.6483,33.79543,25.51127,4.856912
897,299638660800735232,146.61674,0.13787023,GALAXY,,11.38937,5.687182,12.00481,9.372169,6.648063,0.5731711
898,299638661270497280,146.8068,0.66563514,GALAXY,STARFORMING,853.0652,156.3904,70.22443,515.1613,140.8103,48.40514
899,299638935678642176,146.63864,0.19621885,GALAXY,,6.621988,6.614122,11.0863,8.116388,5.130813,4.054391
900,299638936148404224,146.64377,0.46720989,GALAXY,,0,15.02496,4.996249,0,0,6.189579
901,299639211026311168,146.79909,0.70274154,GALAXY,STARBURST,2139.695,612.728,1053.112,351.6221,244.8647,62.74306
902,299639485434456064,146.69457,0.17236098,GALAXY,,77.15268,14.52007,3.377626,27.38727,7.352251,-2.327605
903,299639485904218112,146.74774,0.26577222,GALAXY,,18.19611,4.017173,9.27222,12.18703,10.17965,2.095058
904,299639760312363008,146.61129,0.69305476,GALAXY,STARFORMING,235.4682,67.929,110.3697,30.793,29.25679,5.179837
905,299639760782125056,146.85248,0.68705168,GALAXY,,5.449832,1.594927,0.5706536,-0.2006724,0.6179673,-1.14459
906,299640035660032000,146.72474,0.65004519,GALAXY,,-0.02833226,2.869784,2.779288,11.21954,-0.2177077,1.172029
907,299640310068176896,146.83636,0.51181492,GALAXY,STARFORMING,142.1043,35.2303,8.572993,46.49121,19.08743,0.9687095
908,299640310537938944,146.68492,0.67847921,GALAXY,,65.62848,8.850605,10.795,42.00333,1.4488,8.507778
909,299640584946083840,146.64377,0.46720989,GALAXY,,0,16.37544,2.628951,0,0,71.92115
910,299640585415845888,146.61129,0.69305476,GALAXY,STARFORMING,229.0997,68.75723,114.6989,31.27232,28.52964,7.205528
911,299640859823990784,146.71205,0.45800641,QSO,,0,0,0,0,0,0
912,299640860293752832,146.69457,0.17236098,GALAXY,,82.29309,21.37587,7.053967,30.52091,7.256042,0.2812634
913,299641134701897728,146.78188,0.70441663,GALAXY,STARFORMING,119.5019,37.22766,17.71315,32.04426,0,9.208295
914,299641409579804672,146.72511,0.50828311,GALAXY,STARBURST,799.3585,233.9729,361.8713,123.1729,85.74458,16.74936
915,299641410049566720,146.79762,0.26047216,GALAXY,,0,5.983904,-0.9149346,0,0,0
916,299641684457711616,146.8068,0.66563514,GALAXY,STARFORMING,824.9639,152.403,72.82698,506.3831,144.5349,15.522
917,299641684927473664,146.67518,0.27798105,GALAXY,,4.273344,4.919484,0.8074155,3.160577,-0.8509542,2.371863
918,299641959335618560,146.79762,0.26047216,GALAXY,,0,-0.6824989,3.006391,0,0,0
919,299641959805380608,146.71205,0.45800641,GALAXY,,0,0,0,0,0,0
920,299642234213525504,146.72474,0.65004519,GALAXY,,4.912839,10.05651,3.812131,7.754414,-33.33667,-1.137415
921,299642234683287552,146.72511,0.50828311,GALAXY,STARBURST,777.9006,229.5928,354.5447,119.7829,83.47686,13.31022
922,299642509091432448,146.85248,0.68705168,GALAXY,,4.194752,2.962252,-3.21773,1.853672,0.3069612,-1.909909
923,299642509561194496,146.81401,0.11892939,QSO,BROADLINE,181.9713,52.45641,32.28328,139.825,-11.36317,-5.048009
924,299642783969339392,146.68492,0.67847921,GALAXY,,48.61817,19.15155,8.330315,34.0419,4.71033,-1.887886
925,299642784439101440,146.63864,0.19621885,GALAXY,,11.65819,3.208207,4.944469,7.064513,-2.190561,0.03052299
926,299643058847246336,146.79909,0.70274154,GALAXY,STARBURST,2121.957,596.6564,1156.8,311.6787,212.2279,61.86925
927,299643333725153280,146.74774,0.26577222,GALAXY,,14.27435,6.782703,12.02092,13.7999,6.60544,3.231605
928,299643334194915328,146.61674,0.13787023,GALAXY,,10.68947,9.114265,19.22484,8.711716,1.797987,3.969565
929,299643608603060224,146.72476,1.0311295,GALAXY,STARFORMING,159.9336,41.81385,10.60981,49.51488,21.07306,4.171688
930,299643609072822272,146.66771,1.1020897,GALAXY,,59.77298,12.34645,9.819548,21.56279,4.367274,0.3852124
931,299643883480967168,146.67719,1.1295687,GALAXY,,129.5306,25.65632,8.839202,47.08037,14.38707,1.313912
932,299643883950729216,146.81624,0.94410756,GALAXY,,27.37239,4.974944,8.076777,8.487494,9.533981,1.541909
933,299644158358874112,146.6873,0.86093703,GALAXY,,-173469.1,-1.503164,-6.477394,-1.126796,0.313186,10.01386
934,299644158828636160,146.7425,0.98827501,QSO,,0,0,0,0,0,0
935,299644433236781056,146.7989,0.85056678,GALAXY,,31.82469,7.633358,8.884,11.60226,-4.732102,-1.705501
936,299644433706543104,146.74791,0.73472126,GALAXY,,24.16504,0.8756796,0.6893739,-0.3185541,4.277986,8.063413
937,299644708114688000,146.6342,1.1572622,QSO,STARBURST BROADLINE,175.0828,33.45728,53.35986,153.5929,9.538577,5.639939
938,299644708584450048,146.76759,1.0747132,GALAXY,,27.10921,10.32375,5.221063,16.70033,7.102315,3.356431
939,299644982992594944,146.76759,1.0747132,GALAXY,,26.49661,10.59184,11.96185,9.48339,4.572256,4.582432
940,299645258340263936,146.71326,1.0093138,GALAXY,STARFORMING,104.9067,19.14489,18.03165,43.47404,4.368855,-1.941641
941,299645532748408832,146.66771,1.1020897,GALAXY,,66.91412,13.90619,-0.5571639,23.84517,7.728831,0.6296751
942,299645533218170880,146.72476,1.0311295,GALAXY,STARFORMING,159.3771,39.60222,8.287917,52.50768,19.61904,2.675707
943,299645807626315776,146.81624,0.94410756,GALAXY,,24.62415,17.69747,4.659453,7.207491,2.33808,2.347262
944,299645808096077824,146.77792,1.0396275,GALAXY,BROADLINE,120.5827,-0.2460645,32.57002,91.72131,24.16519,9.305687
945,299646082504222720,146.77792,1.0396275,GALAXY,BROADLINE,99.25925,5.227518,24.99171,105.8474,34.22442,-2.043924
946,299646357382129664,146.77295,0.96442822,GALAXY,STARBURST,218.7814,65.33237,132.1766,17.55777,0,8.095599
947,299646632260036608,146.7823,0.7944099,GALAXY,,1.578702,-5.810299,0.6828119,-0.8061499,-1.393,1.235633
