fnu_12,fnu_60,rat_25_60,ra,dec
0.25,0.51,0.4902,242.4207,25.2214
0.37,0.72,0.3472,242.5166,6.5855
0.28,0.71,0.3521,243.0515,-60.7783
0.25,0.52,0.4808,242.5415,16.6996
0.25,0.60,0.4500,242.6479,-1.7163
0.41,0.53,0.4906,242.5786,15.6186
0.36,0.40,0.6250,242.6021,12.3062
0.32,0.40,0.6250,242.4803,43.1272
0.25,0.60,0.4167,242.7101,17.0601
0.25,0.55,0.4545,242.7371,13.7504
0.25,0.44,0.5682,242.3638,64.3570
0.25,0.72,0.3472,242.8224,13.8649
0.25,0.71,0.3521,243.3654,-60.7625
0.40,0.99,0.2525,243.4259,-63.4065
0.39,0.78,0.3205,243.3957,-60.8643
0.25,1.29,0.3256,243.2245,-21.6218
0.25,0.83,0.3012,242.9841,32.1311
0.25,0.67,0.3731,242.5807,67.8382
0.25,0.71,0.3521,243.1930,4.5981
0.30,6.49,0.1818,242.9180,52.4571
0.25,1.80,0.1722,243.2469,2.1811
0.25,1.77,0.1412,243.1887,28.2859
0.36,0.45,0.5556,243.0723,49.3977
0.25,0.38,0.9474,242.9389,60.5760
0.25,0.40,0.6250,243.5118,14.2810
0.25,1.55,0.0968,243.5768,3.9964
0.25,0.82,0.3171,243.6022,-0.2071
0.25,0.96,0.2604,243.5679,9.5364
0.25,0.88,0.2841,243.6269,3.2172
0.72,0.37,1.7027,243.6114,10.5144
0.25,0.69,0.3623,243.5248,52.4036
0.25,0.63,0.3968,243.4906,65.7175
0.65,0.38,1.6579,243.7878,46.7738
0.25,0.69,0.3623,243.9351,31.9617
0.25,1.24,0.2742,243.6255,62.5355
0.25,0.44,1.2273,243.7416,55.8713
0.25,0.39,0.6410,243.6023,64.9841
0.25,0.43,0.5814,244.0168,37.9415
0.25,0.40,0.6250,244.1092,27.2460
0.67,0.47,0.5319,244.7558,-63.0538
0.25,1.40,0.1786,244.0504,42.3990
1.70,1.35,0.2741,10.6654,2.7369
0.41,0.89,0.2809,10.7247,32.5796
0.65,10.17,0.1082,10.6916,-23.5600
0.25,0.66,0.3788,10.7406,27.2527
0.25,1.27,0.1969,10.7119,-36.8783
0.25,1.10,0.2273,10.8485,50.6756
0.68,0.40,1.1750,10.8278,-6.3374
0.25,0.55,0.9818,10.8284,-6.6415
0.26,1.78,0.2135,10.8650,-0.1252
0.25,0.55,0.8727,10.8945,-8.1846
0.25,0.71,0.8732,10.7352,-77.6809
0.25,0.59,0.4237,11.0517,26.8449
0.39,0.63,0.4286,11.0556,-12.5912
0.25,0.68,0.4853,11.0600,-28.6356
0.41,0.52,0.4808,11.0957,-25.0829
0.26,1.02,0.3529,11.1563,-3.7593
0.26,1.17,0.2222,11.4854,25.2187
0.53,3.97,0.2620,11.5243,-1.7233
0.25,0.85,0.2941,11.6087,25.6191
0.25,0.65,0.4769,11.5742,-9.2883
0.43,1.33,0.1880,11.6364,36.3305
0.31,2.13,0.2535,11.5996,-13.4425
0.68,1.20,0.3250,11.5814,-47.4308
0.25,0.91,0.2747,11.7374,32.6754
0.28,0.40,0.6750,11.7317,24.7451
0.94,0.78,0.3205,11.7845,-20.7577
0.25,0.80,0.4000,11.8166,7.9109
0.77,3.30,0.2152,11.7846,-25.3696
0.25,0.84,0.2976,11.7867,-24.3682
0.43,0.43,1.1395,11.8615,-11.2844
20.49,758.69,0.1543,11.8858,-25.2897
0.25,1.07,0.4112,11.8976,-20.4245
0.25,3.78,0.1984,11.9205,-21.4911
0.25,1.77,0.2429,11.9471,-11.4681
0.25,0.71,0.6197,12.0008,27.6248
0.25,2.05,0.1512,12.0071,8.2979
0.25,2.34,0.2179,12.0145,-2.7749
1.18,7.43,0.0888,12.0060,-25.1976
0.38,0.68,0.3676,12.1454,27.6939
0.25,1.38,0.2536,12.1468,-12.7180
0.31,1.44,0.5347,12.2012,31.9563
0.25,1.14,0.3070,12.2219,-2.3845
0.33,0.98,0.3469,12.2601,28.2185
0.25,1.36,0.3456,12.2853,-12.4851
0.34,0.38,0.6579,12.0278,-78.5927
0.25,0.93,0.3333,12.3987,1.1145
0.25,0.86,0.3721,12.4536,32.2802
0.45,0.53,0.5283,108.0085,44.6430
0.25,1.15,0.2783,107.9086,29.1676
0.40,0.45,0.5556,107.7243,-38.2132
0.25,1.40,0.2286,108.0822,26.0704
0.25,0.50,0.6400,108.1074,28.5884
0.32,0.58,0.4483,108.2415,45.8025
0.25,0.67,0.8507,108.0850,23.3806
0.31,7.81,0.0973,107.9194,-26.7053
0.25,0.81,0.5309,108.2412,27.7747
0.38,0.57,0.5263,108.3645,35.0984
0.58,11.80,0.0958,111.7592,85.7544
0.25,0.59,0.4407,108.3560,25.0869
0.25,6.01,0.1581,108.3004,12.2661
0.75,0.67,0.3731,108.6266,54.9215
0.35,0.87,0.6552,108.5600,45.6988
0.38,0.90,0.2778,108.6860,54.9723
0.25,0.70,0.5429,108.4781,23.0799
0.32,0.52,0.5385,108.5955,35.3976
0.25,0.70,0.3571,108.4902,7.7599
0.25,2.03,0.1232,109.0144,64.7110
0.25,2.25,0.1467,107.6821,-73.5110
0.25,0.72,0.3472,109.2218,67.1113
0.25,1.01,0.3069,108.7106,16.9807
0.69,0.40,1.4250,108.7238,6.5938
0.25,0.54,0.4630,108.2900,-64.6852
0.25,1.03,0.2816,109.0588,32.9365
0.32,0.58,0.4310,109.2147,49.8775
0.66,0.54,1.2593,109.0329,25.0524
0.25,0.45,1.8667,108.7894,-27.9763
0.25,0.59,0.4237,108.8168,-27.9822
0.40,0.43,0.5814,108.8178,-29.2806
0.25,0.72,0.3750,109.1607,33.9877
0.25,1.23,0.4309,109.1792,29.8562
0.25,0.79,0.3291,109.2205,7.7735
0.31,3.44,0.1163,109.3673,34.0782
0.25,0.92,0.4457,109.4256,36.7807
0.39,1.26,0.2540,109.4933,40.9833
0.44,4.40,0.4023,109.1312,-29.3245
0.25,1.41,0.1986,109.4203,23.3569
0.25,1.24,0.2016,109.7027,55.4843
0.25,1.35,0.2296,109.4504,7.9516
0.25,1.66,0.1988,109.8780,59.3548
0.40,0.41,0.6098,109.2545,-35.7852
0.25,0.47,0.5319,109.3119,-28.3226
0.25,1.34,0.1493,111.3234,81.9333
0.25,0.45,0.7333,109.6406,27.1557
0.25,2.57,0.0934,109.3361,-34.9586
0.25,0.70,0.3571,133.2836,76.4866
0.35,0.38,0.6579,133.0027,64.2287
0.29,0.52,0.4808,132.5066,-19.7388
0.49,0.54,0.6296,132.7355,29.1941
0.25,2.06,0.2379,132.5734,-16.5765
0.25,2.50,0.1640,132.6302,-3.0991
0.48,0.44,0.5682,133.3393,73.1863
0.35,0.64,0.3906,132.5769,-32.6752
0.25,0.90,0.2778,133.4239,73.4910
0.25,1.17,0.2137,132.7343,-34.5369
0.42,0.47,0.5319,132.8996,-2.3614
0.35,0.40,0.6250,132.8968,-7.1790
0.25,1.53,0.1699,133.9175,78.2226
0.41,0.40,0.6750,132.9312,-2.1363
0.25,4.88,0.0512,133.1726,33.4243
0.27,1.21,0.8264,133.2439,42.4113
0.25,0.56,0.4464,132.5130,-70.1266
0.25,0.43,0.8372,133.4064,39.1363
0.25,2.14,0.1402,133.4826,35.1482
0.25,0.82,0.3049,135.9474,85.5032
0.26,0.64,0.5625,133.6874,57.6750
0.44,0.45,0.6444,133.5792,32.6792
0.25,1.07,0.2336,133.7258,49.1600
0.27,0.40,0.6250,134.0264,68.2566
0.36,1.30,0.2154,133.6951,39.5378
0.25,5.75,0.1200,133.1327,-69.0316
0.25,1.13,0.2212,133.6864,-1.8859
0.25,0.73,0.3425,133.7512,-2.9884
0.25,0.52,0.5000,133.8887,6.6601
0.25,1.86,0.1505,134.1770,52.1051
0.25,0.57,0.4561,133.9300,-2.2901
0.25,0.40,2.5000,133.8173,-32.0377
0.25,0.70,0.3857,133.9483,0.7954
0.25,0.94,0.2660,133.3672,-73.7658
0.35,6.08,0.1036,134.0503,-2.5633
0.25,0.60,0.5667,134.1480,11.0262
0.25,1.93,0.1192,133.1575,-78.5167
0.25,1.25,0.2720,134.2567,13.1983
0.25,0.47,0.5319,133.8280,-63.4071
0.25,0.75,0.3467,134.4250,43.1269
0.37,1.40,0.1786,134.7254,66.4694
0.25,0.87,0.3103,134.3399,2.9202
0.25,1.01,0.2475,134.2749,-24.7495
0.25,1.44,0.1736,134.2966,-20.5776
0.25,0.85,0.2941,133.9005,-67.4522
0.25,0.84,0.3095,134.6603,51.8781
0.30,1.96,0.1276,134.7725,53.7686
0.25,0.72,0.3472,134.3644,-39.2677
0.25,0.51,0.5294,134.7380,28.9040
0.39,1.30,0.2077,135.0346,60.0820
0.30,4.03,0.1439,134.7124,6.2920
0.25,0.66,0.3788,134.8985,45.9258
0.25,1.47,0.2177,134.7569,-1.7758
1.46,0.40,2.2000,134.6994,-26.9638
0.25,0.65,0.3846,135.0846,52.4950
0.25,0.69,0.3623,346.1001,-79.4611
1.30,26.95,0.2033,345.8158,8.8745
0.25,1.21,0.2066,346.0868,-73.9699
0.49,0.62,0.4032,345.9346,-46.5320
0.68,0.73,0.4247,345.8841,9.2838
0.25,2.55,0.1686,345.9246,1.0447
0.31,1.18,0.2119,346.0678,-44.0018
0.39,1.51,0.2450,346.0139,22.6253
0.78,1.31,0.3130,346.0955,-4.8746
0.25,0.48,0.5208,346.1218,44.2227
0.25,0.55,0.7636,346.2105,-3.2283
0.25,0.45,2.0444,346.3120,-50.1165
0.25,3.06,0.1765,346.3005,-43.0985
0.75,12.12,0.2739,346.2369,12.3225
0.29,7.59,0.0751,346.2343,19.5520
0.26,0.37,0.6757,346.2289,36.0172
0.25,1.06,0.4623,346.3286,0.1901
0.25,0.72,1.8750,346.4832,2.9898
0.25,0.39,1.4103,346.4596,31.0606
0.25,0.98,0.2551,346.5631,31.8840
0.29,0.78,0.9487,346.6315,0.1722
0.25,1.14,0.4035,346.7523,35.7764
0.25,2.69,0.1190,346.9314,-48.7486
0.25,0.57,0.4386,346.8541,32.3766
0.36,0.57,0.4386,346.8440,42.2035
0.42,0.51,1.3333,347.0163,-5.9699
0.37,0.59,0.8814,347.0611,13.0382
0.25,0.66,0.4091,347.1165,4.6635
0.25,1.83,0.1475,347.1355,13.2113
0.75,0.50,1.1400,347.2374,-30.8560
0.25,1.05,0.2381,346.0923,86.7496
1.29,1.14,0.2193,347.4241,-72.0089
0.25,0.94,0.2660,347.3494,-61.9976
0.25,1.38,0.1812,347.4153,-36.4191
0.25,0.52,0.4808,347.4557,-48.5758
0.27,8.55,0.1778,347.4474,-43.4269
0.25,0.76,0.3289,347.4964,6.7876
0.25,0.62,0.4032,347.5146,30.2234
0.25,0.88,0.2841,347.5439,29.9140
0.25,0.51,0.4902,347.8578,-63.4873
0.25,0.74,0.3378,347.8193,-32.4554
64.74,3.38,5.5266,347.8097,5.0048
0.69,0.35,1.7429,348.3727,-81.6289
0.25,0.99,0.2525,348.1106,13.7274
0.26,0.62,1.1613,348.2019,-27.5969
0.25,0.89,0.3596,348.2124,5.8061
0.25,0.94,0.2660,348.2081,12.6830
0.25,0.92,0.2717,348.2000,26.2127
0.25,1.06,0.3302,348.3076,-28.3574
0.39,0.97,0.5258,348.4190,14.0185
0.25,0.66,0.3788,348.4581,23.8227
0.39,0.60,0.4167,348.5229,13.1775
0.25,1.07,0.3645,348.5581,13.4278
0.25,1.76,0.3068,348.5931,-2.7274
0.25,0.52,0.5577,348.6314,0.2312
0.25,1.54,0.1818,348.7028,-43.5986
0.25,1.18,0.2966,348.6469,6.5268
0.92,18.49,0.0844,348.6843,4.5338
0.67,0.50,0.5000,348.7208,33.0238
0.25,0.40,0.7000,348.7984,25.2611
0.25,0.93,0.3441,348.8800,-38.5365
0.27,1.86,0.1559,348.8200,19.0420
0.25,11.06,0.1501,348.9440,-59.0542
0.97,0.53,0.7925,348.9271,0.4201
0.25,1.33,0.2331,348.9403,1.0282
0.38,0.42,0.6190,349.0504,15.8491
0.29,0.60,0.8500,349.1461,4.0892
0.25,0.40,0.6750,349.1385,12.0628
0.25,0.62,0.4032,349.1555,15.8956
0.25,1.38,0.2536,349.1859,13.4834
0.31,0.53,1.3396,349.1949,8.9082
0.41,1.71,0.1462,349.1843,33.9979
0.25,0.46,0.6957,349.2969,-6.9148
0.51,0.40,0.7000,349.3253,28.6105
0.36,0.46,0.9565,349.3614,-1.5831
0.25,1.02,0.2451,349.4171,-34.7899
0.25,1.54,0.2013,349.3977,13.9989
0.44,0.53,0.7358,349.4103,8.2545
0.69,0.70,0.3714,349.4857,11.3476
1.35,48.01,0.1318,349.5970,-42.3711
0.68,7.65,0.1033,349.5686,6.5868
0.31,4.26,0.1315,349.6553,25.2308
0.52,7.39,0.1137,349.7279,-42.2396
0.25,0.48,1.1042,349.6725,22.8739
0.36,0.83,0.5663,349.7389,0.2467
0.39,1.65,0.3697,349.7705,-8.4855
0.52,6.13,0.1011,349.8387,-42.2565
0.27,0.60,0.4500,349.7965,8.1070
0.25,0.76,0.3289,349.8183,13.9057
0.76,0.93,0.2903,349.8849,9.4993
0.25,0.55,0.4545,349.8813,16.0760
0.39,0.64,0.4375,349.9012,1.4796
0.27,0.77,0.3247,349.9164,10.1819
0.44,0.51,0.6078,44.1246,4.6121
0.25,0.44,0.8409,44.1224,0.8787
0.25,1.15,0.2957,44.1652,9.4225
0.72,0.40,2.2500,44.1339,-2.7702
0.25,0.71,0.3944,44.1793,7.3308
0.25,0.58,0.4310,44.0559,-28.0429
0.25,1.26,0.2302,44.2384,6.2070
0.29,0.44,0.7727,44.2883,17.5155
0.25,1.37,0.1825,44.5198,46.4979
0.25,0.53,0.6604,44.3643,10.4463
0.25,0.55,0.4545,44.5396,24.0324
0.25,1.09,0.2294,44.5797,32.3371
0.25,0.92,0.3152,44.4744,-2.3408
0.25,0.88,0.2841,44.4593,-10.1658
0.38,0.44,0.5682,44.2230,-54.5587
0.25,2.59,0.2046,44.5515,-10.3528
0.25,1.40,0.2071,44.6230,6.3057
0.98,0.57,0.4386,44.8423,47.0785
0.25,0.66,0.3788,44.0666,-71.8551
0.40,0.60,0.4333,44.8121,6.1322
0.59,0.98,0.2551,44.9444,35.6661
0.25,2.29,0.1179,44.7012,-32.0981
0.25,5.33,0.0901,44.9252,25.2375
0.50,10.45,0.2211,44.9952,36.8207
0.25,0.35,0.7143,44.6430,-49.6223
0.29,0.41,0.7805,44.9895,24.2276
0.25,0.36,0.6944,44.7588,-37.2447
0.25,0.96,0.2604,45.1475,49.0431
0.32,0.59,0.4237,44.8792,-13.6203
0.25,0.60,0.4500,44.9600,3.0862
0.25,3.60,0.1917,44.9631,2.7720
0.25,1.38,0.1812,45.2010,43.1636
0.25,0.73,0.3562,45.0550,-10.8064
0.29,0.43,0.6047,45.2878,41.3992
0.25,2.06,0.1214,45.3111,44.8975
0.25,2.78,0.0827,45.3128,44.9575
0.25,0.67,0.3881,45.0922,-17.1519
0.29,0.56,0.8750,45.1173,-11.4178
0.25,0.72,0.3472,44.8681,-57.0520
0.25,0.56,0.4464,45.1233,-15.7325
0.27,0.78,0.3205,45.3859,16.6831
0.25,1.36,0.1838,45.5123,36.0970
0.25,0.48,0.5208,45.5376,29.1079
0.25,0.84,0.3333,45.4312,-0.5941
0.25,1.11,0.2523,45.4713,-1.7562
0.25,1.17,0.2137,45.6433,2.1960
0.26,0.72,0.3472,45.8989,46.9432
0.25,1.02,0.2451,45.9213,46.4001
0.25,1.16,0.3448,45.7659,4.3901
0.25,0.62,0.4516,45.7568,-1.3716
0.29,0.81,0.3086,45.7476,-9.1310
0.25,1.26,0.1984,45.9938,43.3973
0.30,0.49,0.5306,45.8222,4.2774
0.25,0.66,0.4091,45.8517,4.4928
0.25,0.78,0.3205,46.0927,48.2731
0.84,0.36,1.6111,45.6654,-48.2494
0.24,0.79,0.6835,45.9552,-1.1034
0.25,0.92,0.2717,45.8520,-50.4959
0.25,0.80,0.3125,46.0816,-27.6917
0.23,3.04,0.1250,47.3356,80.1298
0.28,3.84,0.1432,46.3797,42.8362
0.37,7.74,0.1305,46.1666,-12.3408
0.25,0.61,0.4098,45.8625,-61.1603
0.25,0.99,0.2525,46.0310,-47.0756
0.25,0.46,0.5652,46.2877,0.3455
0.25,1.26,0.2222,46.3303,2.3803
0.26,0.89,0.2809,46.2343,-27.5048
0.25,0.91,0.2857,46.4408,22.2039
0.25,0.78,0.3205,46.5502,42.3779
0.72,0.40,0.6750,46.4076,6.1167
0.25,0.79,0.3165,46.1979,-48.9296
0.40,1.43,0.1748,46.5903,36.0143
0.25,0.45,0.5778,46.5507,-9.5394
0.25,0.40,0.8250,46.7841,34.3353
0.25,3.38,0.0917,47.2280,70.5625
0.25,1.72,0.2209,46.8890,47.5201
0.25,1.13,0.2212,46.5248,-39.0345
0.34,0.41,1.7317,46.7158,-0.7938
0.72,0.47,0.5319,46.7240,-9.6331
0.26,0.72,0.5000,46.7916,-2.1113
0.25,2.60,0.1654,47.0621,38.3824
0.25,1.30,0.2077,46.8660,-12.5855
0.28,0.47,0.5319,46.7934,-31.4029
0.25,0.40,0.6250,46.9400,-0.7974
0.25,0.54,0.4630,46.9462,-27.0689
0.25,4.20,0.1786,47.1267,20.7729
0.25,0.87,0.2874,47.1052,2.1029
0.25,0.58,0.4310,46.6319,-66.7723
0.25,0.31,0.8065,46.5825,-70.2340
0.25,2.02,0.1386,55.9782,40.0157
0.32,4.69,0.1130,55.9867,39.2946
0.25,0.77,0.3377,55.8121,-4.7295
0.28,0.70,0.3571,56.1726,46.3834
0.75,8.53,0.1536,56.5363,68.1517
0.25,0.74,0.4459,66.9639,-63.6641
0.25,0.82,0.3049,67.4468,-12.5038
0.32,0.40,0.6250,68.0903,66.3463
0.29,2.01,0.1592,67.3795,-26.7117
0.25,0.73,0.3425,67.3693,-36.7079
0.26,0.40,1.8250,67.4381,-26.5051
0.25,0.79,0.3165,67.6582,-0.3025
0.25,1.11,0.2342,67.7390,5.5420
0.25,0.64,0.3906,67.7168,-5.7972
0.29,2.66,0.1128,67.7931,7.6303
0.25,1.49,0.1879,67.8097,8.5111
1.18,0.22,1.1364,67.7727,-11.3050
0.39,2.14,0.2804,68.0960,44.3972
0.28,0.34,0.7353,67.8477,-3.9253
0.42,1.57,0.2357,68.0897,33.2182
0.26,1.01,0.2475,67.9226,-4.5876
0.25,1.60,0.1688,67.9993,6.7775
0.37,0.51,0.4902,67.9199,-11.7087
0.25,1.06,0.2453,68.0140,-4.4605
0.25,0.54,0.4630,67.9231,-29.6750
0.37,0.43,0.5814,68.8530,68.9200
0.51,0.40,1.5500,67.8548,-54.4102
0.25,0.91,0.2747,68.0727,-30.3985
0.25,1.37,0.0803,67.9035,-53.2871
0.51,1.34,0.1866,67.9155,-52.7510
0.25,0.73,0.3425,67.9076,-54.5996
0.33,1.31,0.5420,68.2962,5.3539
1.05,0.40,1.9500,68.3193,7.6821
0.25,0.65,0.5231,68.3007,-4.1729
0.34,0.45,0.5556,68.1763,-33.4132
0.25,1.37,0.1825,68.0715,-49.6735
0.42,0.82,0.3780,68.4664,16.9116
0.25,1.62,0.1111,68.1742,-43.7153
0.25,0.47,1.4043,68.3476,-18.6771
0.78,0.40,0.9000,68.3968,-13.3023
1.38,33.54,0.2251,68.5005,-8.5791
0.26,1.88,0.1543,68.8288,17.1941
1.20,7.14,0.5112,68.7081,-14.2192
0.38,6.29,0.1288,68.8900,19.1705
0.46,0.49,0.7755,68.7639,-14.2273
0.43,0.43,0.9767,68.9647,2.7997
0.25,0.38,0.6579,68.7541,-41.0009
0.25,0.44,1.3864,69.0141,-2.0364
0.25,5.30,0.0925,68.9145,-25.1334
0.43,0.63,0.3968,69.6131,65.3177
0.25,0.53,0.4717,68.8405,-42.2010
0.33,2.75,0.2873,69.0908,-10.3762
0.25,1.28,0.1953,69.1585,-0.1453
0.25,0.77,0.3247,66.8638,-83.5515
0.25,0.66,0.3788,68.8112,-54.3156
0.25,1.54,1.3247,69.3471,25.0438
0.25,1.07,0.2336,69.2779,-3.3040
0.27,1.47,0.1973,69.6142,44.0351
0.25,1.45,0.1724,70.2832,73.6710
0.36,0.77,0.3247,69.1793,-40.2017
0.25,0.46,0.5435,69.3977,-4.7167
0.25,0.88,0.5795,69.4110,-4.8882
0.67,0.30,1.4000,68.8484,-66.6324
0.25,0.74,0.3919,70.1265,66.6360
0.28,1.43,0.1958,69.4805,-9.5199
0.25,0.69,0.5217,69.5599,-10.7956
0.25,2.47,0.1417,69.7280,18.8376
0.25,1.16,0.2155,69.5359,-29.6221
0.25,0.43,0.6047,69.7116,2.8383
0.43,0.40,0.6250,69.6055,-20.6528
0.25,1.22,0.2049,69.6114,-21.7459
0.25,0.69,0.3913,69.7840,11.5300
0.36,5.99,0.1085,69.7769,-24.1837
0.25,0.82,0.3293,70.0154,12.5142
0.36,0.50,0.6400,70.0461,7.3499
0.25,1.18,0.1102,69.3326,-69.2018
0.25,0.44,0.5682,70.0321,-0.5474
0.45,0.70,0.3571,69.9936,-8.9161
0.25,0.96,0.1458,68.8189,-78.0329
0.25,2.26,0.0664,71.1121,75.6380
0.25,1.05,0.1429,70.0536,-13.2267
0.41,0.66,0.6364,69.8391,-50.5316
0.25,0.79,0.3165,70.1589,0.5057
0.25,0.47,0.5319,69.8300,-52.1344
0.25,0.42,0.5952,70.0651,-24.3194
0.27,0.55,0.4545,70.0543,-27.1263
0.25,0.98,0.2551,70.1654,-8.6097
0.60,1.10,0.2273,69.9745,-44.2879
0.25,2.00,0.0750,69.9031,-53.0125
0.25,0.65,0.3846,70.1142,-44.8869
0.33,5.73,0.1710,70.3657,-2.8583
0.26,0.97,0.2577,69.7122,-69.5060
0.25,0.31,0.8065,70.3346,-21.8453
0.25,0.47,0.4255,69.9963,-59.6809
0.25,0.82,0.3049,70.4465,-1.3026
0.25,0.66,0.3788,70.4395,-7.0876
0.25,2.05,0.1220,70.0733,-58.7426
0.74,0.33,0.9091,70.9347,40.1176
0.27,0.84,0.2976,194.3667,-28.2043
0.25,0.69,0.5072,194.3971,-12.7476
0.25,0.68,0.6765,194.4046,-10.7267
0.45,6.27,0.1451,194.4401,-29.7676
0.41,0.59,0.9831,194.3854,26.5097
0.92,1.21,0.3388,194.4429,-9.6328
0.90,16.21,0.0907,194.5333,-46.2658
0.49,0.40,0.9250,194.4805,-13.0600
0.25,0.41,1.8293,194.4649,36.3562
1.12,0.91,1.7692,194.5577,-26.3421
0.59,0.40,0.6750,194.5751,-25.1646
0.25,1.34,0.2836,194.5262,28.2413
0.33,0.87,0.3218,194.5630,3.5329
0.44,0.72,0.3472,194.2732,78.6207
0.25,0.64,0.3906,194.6428,27.5975
4.09,0.40,2.6250,194.7014,8.2106
0.25,1.37,0.2044,194.8734,-44.4529
0.41,2.12,0.2925,194.8475,-27.4285
0.45,0.69,0.3623,194.8741,-41.6434
0.32,3.41,0.1349,194.7811,37.3133
0.26,1.62,0.1790,194.9445,-29.6025
0.38,0.39,0.6410,194.2407,84.1025
0.65,1.51,0.5828,194.9597,-8.7441
0.25,2.39,0.1088,194.9469,21.8135
0.44,0.56,0.4643,195.0820,-36.2673
0.25,0.93,0.3226,195.0117,33.4363
0.25,0.71,0.3521,195.1771,-56.8976
0.25,2.24,0.1518,195.1095,-15.2839
0.25,1.37,0.3285,195.1227,-22.1106
0.45,0.60,0.4167,195.1567,-32.7959
0.56,0.75,0.4533,195.1370,-6.8525
0.25,1.41,0.2340,195.1663,-14.6686
0.34,5.50,0.0855,195.1616,2.5009
0.86,0.57,0.4561,195.2460,-35.9271
0.25,1.23,0.2033,195.1578,28.0573
0.25,0.80,0.3750,195.2180,-13.4485
0.25,2.47,0.1660,195.2345,-13.9449
0.25,0.62,0.4516,195.2787,-36.6013
0.39,3.16,0.0918,195.2474,-14.5135
0.95,2.48,0.1774,195.2447,-0.0287
0.25,0.95,0.2737,195.3440,-30.9337
0.25,0.98,0.2551,195.2780,54.8015
0.31,0.40,1.6000,195.4246,-27.1150
0.32,6.61,0.1982,195.3540,29.3140
0.29,0.54,0.4630,195.4600,-41.8761
0.25,0.62,0.4032,195.4636,-41.4052
0.48,0.71,0.3521,274.5632,-50.6738
0.25,0.89,0.2921,274.6219,-54.6954
0.25,0.99,0.2525,274.1448,25.0431
0.40,0.33,0.7576,274.0630,55.5908
0.25,2.83,0.1272,275.0625,-64.7334
0.25,0.32,0.7812,274.4114,22.2446
0.45,0.58,0.4310,275.7485,-76.6957
0.25,0.99,0.2626,274.5372,18.0929
0.25,0.98,0.2551,274.4888,26.7578
0.25,0.79,0.3165,274.4876,30.6506
0.25,0.59,0.4237,275.2423,-63.3488
0.25,1.52,0.1842,275.2838,-39.2409
0.25,0.76,0.3289,274.9334,48.5607
0.34,0.84,0.2976,275.7284,-56.4842
0.66,0.51,1.1765,274.6470,68.3477
0.27,0.51,0.4902,275.1781,38.1402
0.25,1.61,0.1863,275.6956,-39.8481
0.30,0.60,0.4167,275.0144,63.6755
0.25,0.61,0.4262,275.8357,-43.1403
0.25,2.87,0.1533,275.6600,15.6975
0.25,0.55,0.5636,276.2588,-60.0610
0.25,0.91,0.2747,275.7222,12.4308
0.25,0.53,0.4717,275.5715,48.1123
0.43,1.80,0.1778,276.0957,-34.1813
0.25,3.16,0.0949,275.7445,30.6667
0.29,0.79,0.3165,276.4668,-63.3537
0.67,10.30,0.0951,274.9435,74.5701
0.27,0.33,1.1818,276.2782,-38.7986
0.25,0.96,0.3542,276.3806,-38.6359
0.25,1.60,0.1312,275.5199,66.6207
0.25,0.56,0.4464,277.0435,-71.6944
0.25,0.91,0.3736,276.1072,20.9000
0.25,0.48,0.5208,275.9949,48.5814
0.25,0.27,0.9259,275.8343,60.7588
0.25,1.57,0.1592,276.2624,27.5336
0.25,1.49,0.1678,276.5416,23.3149
0.25,0.41,0.6098,276.5516,35.4254
0.25,1.58,0.1835,277.4918,-67.2238
0.25,1.22,0.2049,276.0812,71.6027
0.25,1.03,0.2427,277.7681,-71.6943
0.25,0.40,0.6250,276.0423,73.1841
0.31,4.38,0.1256,277.1009,22.7357
0.25,0.82,0.3049,277.0365,34.3025
0.30,0.48,0.6042,277.2298,19.7865
0.25,0.97,0.2577,277.2358,22.9013
0.25,0.67,0.7015,277.0061,53.1133
0.26,3.74,0.1390,277.5762,-30.8416
0.68,0.55,0.4545,74.9499,-12.4522
0.25,0.38,0.7105,74.9774,-18.5471
0.25,1.70,0.1471,75.0647,-3.3515
0.63,0.40,1.5250,75.0047,-17.4544
0.26,0.40,0.6250,75.1282,4.3949
0.25,0.54,0.4630,74.9925,-26.0256
0.25,0.87,0.3103,74.7345,-63.2939
0.25,1.60,0.2937,75.3253,7.5713
0.25,1.62,0.2284,75.9033,65.8190
0.25,4.06,0.1700,75.4079,-4.2592
0.25,1.07,0.2336,75.3841,-16.1648
0.27,0.48,0.5208,75.0003,-61.5026
0.25,1.46,0.1918,75.4283,-14.2611
0.25,0.39,0.6410,75.4308,-15.1628
0.25,0.36,0.6944,75.5615,7.6388
0.32,4.19,0.0716,75.4455,-18.1601
0.25,1.30,0.1923,75.5402,-8.2404
0.25,0.75,0.3333,75.5841,-10.3559
0.25,0.53,0.4717,75.6075,-8.3671
0.33,0.47,0.5319,75.1410,-62.0677
0.25,0.40,1.4500,75.6427,-3.3328
0.41,0.65,0.4923,75.8170,18.4516
0.25,0.61,0.4098,75.7261,-1.2862
0.29,0.57,1.2456,75.8493,16.4036
0.25,2.83,0.0813,75.8216,-2.9375
0.27,1.36,0.2353,75.9016,1.5724
0.25,0.87,0.2874,75.3709,-63.2919
0.49,0.50,0.8000,75.9804,11.0082
0.25,0.67,0.3731,75.0314,-74.9053
0.25,1.22,0.2049,76.0728,4.6511
0.25,0.55,0.4545,76.0792,-10.0755
0.25,2.19,0.1005,75.6809,-61.1382
