galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
10345-2555;38;30;136;175;12667;2206;7771;1592325;-261923
10346+4354;25;32;52;138;7812;6154;3768;1593969;436490
10353-4112;26;25;63;174;10400;3968;3621;1593941;-414654
10354-2651;26;36;87;199;7222;4138;4372;1594560;-271219
10361-2728;28;26;132;326;10769;1970;4049;1596388;-277380
10363-2818;46;70;55;192;6571;12727;2865;1596629;-285670
10370-2329;80;58;78;171;13793;7436;4561;1598589;-237542
10370-2642;25;25;85;192;10000;2941;4427;1598664;-269745
10379-2730;25;25;144;514;10000;1736;2802;1600714;-277777
10379-8050;25;25;79;266;10000;3165;2970;1595102;-810953
10388-4810;42;25;56;854;16800;4464;656;1602335;-484316
10388+4018;25;25;40;135;10000;6250;2963;1604307;400411
10402-2340;39;28;48;127;13929;5833;3780;1606539;-239361
10404+2040;39;31;59;107;12581;5254;5514;1607776;204210
10408+7656;25;25;51;133;10000;4902;3835;1612480;766812
10409+7627;34;25;36;125;13600;6944;2880;1612497;761975
10413-2233;25;25;40;103;10000;6250;3883;1609516;-228133
10415+5637;25;25;76;134;10000;3289;5672;1611566;563703
10420+7453;134;25;39;185;53600;6410;2108;1614794;746205
10421+7233;225;53;40;100;42453;13250;4000;1614657;722882
10438+7706;29;25;44;147;11600;5682;2993;1619813;768453
10439+1400;44;107;590;1301;4112;1814;4535;1616406;137524
10449-2410;39;28;169;446;13929;1657;3789;1618283;-244391
10451+4327;27;49;82;243;5510;5976;3374;1619996;431878
10458+5018;25;23;70;101;10870;3286;6931;1622179;500361
10459-2453;25;71;238;394;3521;2983;6041;1620962;-251614
10470+3314;25;51;816;1680;4902;625;4857;1624643;329848
10470+7703;145;53;43;75;27358;12326;5733;1627764;767963
10477-1150;44;25;46;231;17600;5435;1991;1625726;-121074
10478+5026;25;25;61;135;10000;4098;4519;1626941;501690
10488+5116;25;25;77;155;10000;3247;4968;1629673;510086
10489-1937;25;25;58;137;10000;4310;4234;1628381;-198842
10498+2312;76;128;1161;2064;5938;1102;5625;1631457;229352
10499-3224;35;25;84;279;14000;2976;3011;1630684;-326715
10507+1702;25;45;73;148;5556;6164;4932;1633412;167821
10508+5722;25;25;55;134;10000;4545;4104;1634669;571168
10516+5434;35;58;562;1116;6034;1032;5036;1636622;543054
10517+6132;58;67;40;95;8657;16750;4211;1637312;612750
10524-4831;25;60;138;600;4167;4348;2300;1636698;-487835
10528-2552;46;42;83;275;10952;5060;3018;1638074;-261428
10553+7254;25;25;101;172;10000;2475;5872;1647320;726440
10557+7527;26;25;28;147;10400;8929;1905;1648618;751911
10564-5003;25;26;211;477;9615;1232;4423;1646741;-503232
10565+4623;25;25;50;193;10000;5000;2591;1648641;461198
10574-6603;55;89;1032;1913;6180;862;5395;1648450;-663229
10576-6926;29;25;50;189;11600;5000;2646;1648441;-697149
10587+4555;25;26;61;167;9615;4262;3653;1653994;456489
10587+2759;25;36;58;181;6944;6207;3204;1653645;277208
11000-2553;40;210;84;157;1905;25000;5350;1656236;-261657
11003-2319;25;44;56;173;5682;7857;3237;1657068;-235925
11011-1712;25;26;73;294;9615;3562;2483;1658957;-174788
11011+4345;25;44;422;594;5682;1043;7104;1659835;434845
11018+0505;25;49;104;319;5102;4712;3260;1661020;48282
11018+2829;40;26;61;152;15385;4262;4013;1661512;282268
11033-5024;28;25;41;812;11200;6098;505;1663869;-506737
11033+7250;45;92;174;217;4891;5287;8018;1666965;725680
11040+6522;25;25;63;161;10000;3968;3913;1668048;650964
14247+2705;91;25;52;133;36400;4808;3910;2167532;268606
14247+3144;94;57;60;76;16491;9500;7895;2167367;315187
14255-0127;25;26;82;149;9615;3171;5503;2170398;-16743
14255-3126;25;69;57;129;3623;12105;4419;2171397;-316656
14262+3236;25;25;44;139;10000;5682;3165;2171027;323917
14263+2737;25;25;40;175;10000;6250;2286;2171308;274100
14268+6124;25;27;240;353;9259;1125;6799;2170543;611871
10271+5249;25;25;96;175;10000;2604;5486;1575615;525668
10272+4336;25;35;143;376;7143;2448;3803;1575497;433593
10273+3958;55;27;44;105;20370;6136;4190;1575723;397237
10275-3805;25;34;84;222;7353;4048;3784;1574459;-383505
10280-3408;25;25;71;171;10000;3521;4152;1575832;-344058
10280-3008;33;28;133;354;11786;2105;3757;1575958;-303938
10280+0428;26;44;89;125;5909;4944;7120;1576667;42259
10282+2903;25;67;221;340;3731;3032;6500;1577743;287971
10286-3628;26;25;115;408;10400;2174;2819;1577150;-367368
10287-3418;25;25;50;144;10000;5000;3472;1577545;-345655
10287-3955;77;25;38;125;30800;6579;3040;1577455;-401797
10288+2614;27;39;91;113;6923;4286;8053;1579110;259833
10288-1817;25;37;180;362;6757;2056;4972;1578248;-185442
10288-2824;25;25;59;118;10000;4237;5000;1578056;-286645
10289-4847;25;34;185;417;7353;1838;4436;1577579;-490498
10290-4559;25;25;106;492;10000;2358;2154;1577962;-462501
10291+6517;25;25;90;313;10000;2778;2875;1581446;650394
10291+5620;38;25;54;113;15200;4630;4779;1580761;560836
10293+5439;26;97;479;549;2680;2025;8725;1581332;544005
10293-3941;48;72;681;1511;6667;1057;4507;1579006;-399569
10294+2755;25;29;99;186;8621;2929;5323;1580688;276696
10295-3007;25;25;45;228;10000;5556;1974;1579601;-303806
10295-4513;25;25;135;365;10000;1852;3699;1579201;-454828
10295-3435;88;256;676;768;3438;3787;8802;1579627;-348517
10295-3930;25;25;139;380;10000;1799;3658;1579509;-397604
10296+2725;25;27;49;118;9259;5510;4153;1581054;271743
10301+1606;25;85;43;105;2941;19767;4095;1581969;158558
10301+2846;25;28;70;212;8929;4000;3302;1582258;285119
10302-6327;36;32;76;672;11250;4211;1131;1579816;-637217
10303+7401;39;25;94;224;15600;2660;4196;1585903;737648
10303-2821;25;41;74;286;6098;5541;2587;1581825;-286093
10305+4419;25;25;74;169;10000;3378;4379;1583749;440750
10306+5237;25;25;88;171;10000;2841;5146;1584462;523727
10307+1638;25;60;107;209;4167;5607;5120;1583698;163799
10309+6017;26;47;95;114;5532;4947;8333;1585496;600261
10312-2711;106;26;43;202;40769;6047;2129;1583944;-274531
10316+3530;29;35;51;124;8286;6863;4113;1586151;352573
16460+5338;25;25;164;287;10000;1524;5714;2518048;535605
16460+5219;25;25;62;100;10000;4032;6200;2518236;522425
16461+5830;25;25;67;207;10000;3731;3237;2517486;584215
16463-6143;25;25;87;405;10000;2874;2148;2527278;-618123
16464-1733;29;41;91;1877;7073;4505;485;2523260;-176451
16467+6213;27;25;92;442;10800;2717;2081;2518217;621445
16467-5854;125;240;2613;4877;5208;918;5358;2527779;-589939
16470-5909;48;176;265;239;2727;6642;11088;2528372;-592347
16471+2950;25;25;80;161;10000;3125;4969;2522699;297588
16471+4847;25;25;125;272;10000;2000;4596;2521231;487121
16472+0952;25;25;58;116;10000;4310;5000;2524074;97814
16478+6303;25;49;440;862;5102;1114;5104;2520849;629763
16483+1206;25;27;67;137;9259;4030;4891;2526695;120216
16484-5908;149;527;3632;8450;2827;1451;4298;2531920;-592167
16484-5852;154;69;40;1014;22319;17250;394;2531905;-589661
16484+4249;25;38;347;621;6579;1095;5588;2525074;427418
16484+0852;25;25;41;164;10000;6098;2500;2527129;87873
16486+5859;25;25;71;183;10000;3521;3880;2523614;588999
16486+4530;25;25;78;234;10000;3205;3333;2525433;454193
16488+2855;25;25;71;176;10000;3521;4034;2526976;288444
16488+5537;32;64;33;147;5000;19394;2245;2524711;555417
16489-0300;25;27;155;428;9259;1742;3621;2528833;-30976
16489+2236;25;25;162;353;10000;1543;4589;2527737;225280
16489-7230;25;25;83;284;10000;3012;2923;2537350;-725865
16490-2813;41;33;78;1576;12424;4231;495;2530444;-283002
16491+2402;25;25;47;105;10000;5319;4476;2528200;239510
16492+5528;25;25;96;314;10000;2604;3057;2525574;553827
16495+5344;25;25;54;124;10000;4630;4355;2526740;536512
16496+4718;25;25;60;125;10000;4167;4800;2527575;472195
16499+5958;25;25;40;190;10000;6250;2105;2526630;598847
16500+4144;34;25;36;110;13600;6944;3273;2529226;416665
16501+5948;25;25;56;150;10000;4464;3733;2527342;597198
16504+0228;57;351;2347;2655;1624;1496;8840;2532448;24011
16506-7654;25;16;168;476;15625;952;3529;2544628;-769927
16509+0240;25;26;110;181;9615;2364;6077;2533535;25888
16516+6311;38;25;30;432;15200;8333;694;2530154;631129
16517+1039;25;25;70;140;10000;3571;5000;2535199;105802
16518+6900;25;25;67;184;10000;3731;3641;2529142;689256
16519-6552;25;33;43;207;7576;7674;2077;2542349;-659519
16520-7417;25;25;51;115;10000;4902;4435;2545963;-743680
16525+3605;25;35;136;315;7143;2574;4317;2535849;360125
16527+4124;25;25;55;178;10000;4545;3090;2535950;413352
16527+7439;30;25;32;121;12000;7812;2645;2528725;745802
16530+5033;25;26;155;320;9615;1677;4844;2535816;504731
16531+2644;35;25;42;118;14000;5952;3559;2537819;266641
16532-6238;25;27;146;389;9259;1849;3753;2544774;-627239
16534+4308;47;32;97;196;14688;3299;4949;2537464;430598
16535-3132;41;30;186;562;13667;1613;3310;2541818;-316217
16537-7258;25;25;68;247;10000;3676;2753;2549518;-730575
16544+4736;25;25;59;116;10000;4237;5086;2539634;475251
16545-6008;25;43;188;937;5814;2287;2006;2547577;-602130
16553+7030;25;25;113;366;10000;2212;3087;2537254;704364
16554-8100;33;25;46;117;13200;5435;3932;2562120;-810867
16555-5836;25;25;197;485;10000;1269;4062;2549565;-586890
16557+4048;25;25;59;140;10000;4237;4214;2543565;407337
17217+2631;25;25;43;143;10000;5814;3007;2609458;264850
17218+2110;25;18;218;412;13889;826;5291;2609982;211371
17228+6356A;25;25;39;153;10000;6410;2549;2607847;639050
17228-6431;25;46;52;177;5435;8846;2938;2619313;-645609
17246-6226;25;47;56;211;5319;8393;2654;2623412;-624780
17247-6359;112;68;51;166;16471;13333;3072;2623900;-640251
17257+2653;25;25;95;160;10000;2632;5938;2619478;268551
17260+1412;40;25;43;176;16000;5814;2443;2620815;141667
17275+5735;25;15;96;167;16667;1562;5749;2621024;575452
17276+5708;21;25;40;179;8400;6250;2235;2621342;571095
17285+2921;36;25;45;119;14400;5556;3782;2626282;293170
17287+3702;38;25;49;110;15200;5102;4455;2626085;370082
17301+0342;41;26;54;117;15769;4815;4615;2631563;36662
17304+1626;25;25;149;487;10000;1678;3060;2631677;164008
17319+5656;25;25;84;156;10000;2976;5385;2632037;569010
17327+2037;25;25;47;121;10000;5319;3884;2637289;205903
17336+7211;25;25;103;205;10000;2427;5024;2632008;721554
17346+6704;25;25;65;154;10000;3846;4221;2636454;670365
17366+8646;31;54;466;1020;5741;1159;4569;2599311;867398
17369+3914;25;33;90;198;7576;3667;4545;2646450;392166
17390+4745;25;25;73;133;10000;3425;5489;2651039;477327
17390+5104;25;25;40;117;10000;6250;3419;2650698;510434
17407-0139;26;26;146;297;10000;1781;4916;2658355;-16840
17407+1901;26;25;61;155;10400;4098;3935;2657322;189988
17424+6822;25;25;126;265;10000;1984;4755;2655600;683505
17424+4803;25;25;84;166;10000;2976;5060;2659527;480398
17442-6314;25;34;224;699;7353;1518;3205;2672433;-632541
17443+6155;25;25;72;156;10000;3472;4615;2661973;619113
17453-6044;25;27;174;274;9259;1552;6350;2674855;-607530
17456+4540;54;16;40;100;33750;4000;4000;2667576;456615
17467+0807;40;113;300;313;3540;3767;9585;2672795;81028
17467+5512;25;25;70;114;10000;3571;6140;2669250;551931
17473+1635;25;25;79;141;10000;3165;5603;2673987;165860
17473+2046;25;25;70;237;10000;3571;2954;2673824;207657
17486+6141;25;25;53;127;10000;4717;4173;2672840;616746
17489+6843;25;25;51;86;10000;4902;5930;2671610;687061
17500+3128;42;30;29;173;14000;10345;1676;2679751;314590
17501+6825;25;26;273;520;9615;952;5250;2674817;684082
17520+0253;28;25;54;754;11200;4630;716;2686409;28788
17523-5825;25;25;188;341;10000;1330;5513;2691722;-584392
17543+2622;25;25;40;107;10000;6250;3738;2690928;263627
17547+1214;38;28;91;292;13571;3077;3116;2692574;122405
17557+2750;25;25;37;171;10000;6757;2164;2694283;278355
17559+1458;36;25;37;146;14400;6757;2534;2695617;149757
17573+4225;25;25;41;99;10000;6098;4141;2697185;424191
17574+1733;26;25;53;133;10400;4717;3985;2699048;175485
17584+6638A;752;11348;13330;6268;663;8513;21267;2696080;666390
17585+3438;25;25;147;328;10000;1701;4482;2700789;346393
17595+2615;25;25;68;134;10000;3676;5075;2703839;262512
17595+1943;39;25;43;181;15600;5814;2376;2704380;197286
18018+0702;25;25;65;347;10000;3846;1873;2710564;70420
18018+6244;75;25;27;197;30000;9259;1371;2705617;627472
18040+3400;25;25;38;153;10000;6579;2484;2714684;340158
18040+2327;25;21;213;482;11905;986;4419;2715358;234643
18072+6949;25;13;23;563;19231;5652;409;2717042;698258
18075-5859;28;25;50;153;11200;5000;3268;2729918;-589798
18094+1204;29;25;34;155;11600;7353;2194;2729550;120877
18095+6107;124;25;40;69;49600;6250;5797;2725263;611381
18105-7135;25;21;189;674;11905;1111;2804;2741070;-715806
18105+2526;25;25;64;216;10000;3906;2963;2731514;254491
18131+6820;25;89;653;1257;2809;1363;5195;2732326;683639
18133-3748;26;49;81;213;5306;6049;3803;2741913;-377939
18145+2205;26;54;616;1300;4815;877;4738;2741692;221129
18149+4748;25;25;61;202;10000;4098;3020;2740780;478343
18164+3948;25;25;70;246;10000;3571;2846;2745265;398213
18173-5106;29;27;46;158;10741;5870;2911;2753337;-510854
18200-5623;27;26;70;122;10385;3714;5738;2760793;-563681
18202+2327;29;25;96;376;11600;2604;2553;2755942;234787
18213-4715;28;25;105;218;11200;2381;4817;2762736;-472224
18213+3013;25;25;68;170;10000;3676;4000;2758276;302560
18235-6700;25;25;110;231;10000;2273;4762;2771836;-669833
18238+3042;68;61;33;248;11148;18485;1331;2764363;307326
18265+1946;198;95;40;689;20842;23750;581;2771697;198021
18266-3532;25;81;76;155;3086;10658;4903;2774944;-355149
18278+5136;25;25;46;151;10000;5435;3046;2772419;516502
18278-6319;36;25;74;125;14400;3378;5920;2781423;-632915
18300-5832;25;25;142;732;10000;1761;1940;2786006;-584988
18302-5749;25;45;271;663;5556;1661;4087;2786296;-577936
18319+7405;37;25;38;91;14800;6579;4176;2776596;741226
18321+4245;37;25;59;109;14800;4237;5413;2784146;428026
18328-4705;25;25;206;389;10000;1214;5296;2791563;-470546
18329+5950;39;106;879;1519;3679;1206;5787;2784004;598886
18339-6323;25;27;37;141;9259;7297;2624;2796888;-633527
18341-5732;34;132;1444;2628;2576;914;5495;2796076;-574908
18351+3034;25;25;39;128;10000;6410;3047;2792670;306159
18352-6238;25;33;291;565;7576;1134;5150;2799933;-625981
18364-5507;37;25;51;109;14800;4902;4679;2801405;-550718
18365+2519;25;25;64;323;10000;3906;1981;2796435;253757
18387+2338;25;25;56;238;10000;4464;2353;2801989;236839
18389+3607;38;25;52;196;15200;4808;2653;2801839;361651
18406+7331;25;25;116;268;10000;2155;4328;2798700;735806
18407+6129;38;25;38;112;15200;6579;3393;2803125;615478
18421-5049;25;55;514;851;4545;1070;6040;2815117;-507745
18421+2405;25;25;78;274;10000;3205;2847;2810650;241439
14047+2840;68;25;40;98;27200;6250;4082;2117375;284362
14047+2841;40;38;74;100;10526;5135;7400;2117453;284565
14048+1524;25;32;219;336;7812;1461;6518;2118126;151691
14052+1615;85;25;56;96;34000;4464;5833;2119006;160207
14052-5459;25;30;158;1150;8333;1899;1374;2121742;-552354
14055-0551;25;30;89;240;8333;3371;3708;2120339;-60916
14055-0127;28;39;68;173;7179;5735;3931;2120327;-17021
14056+5520;42;25;55;200;16800;4545;2750;2118546;551019
14057-2920;38;30;37;154;12667;8108;2403;2121581;-295744
14058-2122;27;34;46;169;7941;7391;2722;2121710;-216035
14059-3941;28;30;45;127;9333;6667;3543;2122524;-399243
14060+0339;75;30;89;182;25000;3371;4890;2121512;34226
14061+1203;25;36;154;257;6944;2338;5992;2121372;118157
14063+7224;25;25;73;251;10000;3425;2908;2117681;721673
14063+4905;28;25;43;89;11200;5814;4831;2120574;488635
14066+3345;70;62;40;86;11290;15500;4651;2122160;335296
14069-2659;25;32;49;144;7812;6531;3403;2124564;-272287
14072+0818;25;35;184;366;7143;1902;5027;2124319;80690
14072-4305;24;43;472;1641;5581;911;2876;2126018;-433237
14076-0220;25;30;47;150;8333;6383;3133;2125658;-25724
14077+1757;25;25;40;186;10000;6250;2151;2125212;177306
14077+1835;115;25;48;144;46000;5208;3333;2125356;183643
14078-0035;83;75;100;161;11067;7500;6211;2126005;-8293
14080-2311;26;34;103;120;7647;3301;8583;2127145;-234333
14082+1950;25;25;97;258;10000;2577;3760;2126423;196135
14082+1347;26;103;369;298;2524;2791;12383;2126736;135574
14082-2647;25;25;118;192;10000;2119;6146;2127898;-270286
14084-3837;253;157;34;100;16115;46176;3400;2128749;-388638
14086+3609;25;25;40;122;10000;6250;3279;2126917;359167
14086-2558;37;46;99;118;8043;4646;8390;2128735;-262059
14087-3647;40;26;62;162;15385;4194;3827;2129324;-370214
14087+2545;25;25;155;307;10000;1613;5049;2127519;255218
14088+4000;25;25;113;258;10000;2212;4380;2127337;397702
14088-4909;46;64;570;1331;7188;1123;4282;2130372;-493906
14090-0055;37;29;60;214;12759;4833;2804;2129047;-11588
14093-8732;25;25;88;353;10000;2841;2493;2168519;-877708
14094-3024;29;25;199;771;11600;1256;2581;2131012;-306462
14095+2136;44;25;40;129;17600;6250;3101;2129570;213732
14095-2652;25;26;152;373;9615;1711;4075;2130945;-271084
14095-2710;25;49;39;112;5102;12564;3482;2131030;-274145
14096-0023;39;30;133;310;13000;2256;4290;2130658;-6339
14097+5521;25;25;31;115;10000;8065;2696;2128701;551240
14098+1604;25;29;128;340;8621;2266;3765;2130605;158462
14101+7850;25;18;171;351;13889;1053;4872;2124378;786025
14103-4511;25;25;80;311;10000;3125;2572;2133843;-454175
14105+1009;61;32;50;100;19062;6400;5000;2132402;99222
14105+4555;25;25;153;357;10000;1634;4286;2131153;456901
00073+2538;47;114;915;1627;4123;1246;5624;24761;259246
00084-1306;25;32;67;179;7812;4776;3743;27559;-128224
00085-1223;42;238;1703;1785;1765;1398;9541;27769;-121079
00101+2144;25;25;74;204;10000;3378;3627;31938;220219
00105-2429;25;28;67;183;8929;4179;3661;32679;-242108
00119+2810;25;31;254;478;8065;1220;5314;36373;284479
00119+1029;89;36;69;139;24722;5217;4964;36358;107749
00127-0749;26;32;60;134;8125;5333;4478;38221;-75388
00128-2420;80;36;105;226;22222;3429;4646;38434;-240601
00146-1934;25;25;91;297;10000;2747;3064;42889;-193033
00148+1748;34;33;111;165;10303;2973;6727;43512;180852
00152-1817;25;28;67;174;8929;4179;3851;44441;-180134
00153+4556;25;25;66;130;10000;3788;5077;44975;462148
00161+4744;25;25;32;199;10000;7812;1608;47025;480156
05518+1509;25;26;203;456;9615;1281;4452;886681;151710
05520-3245;25;25;161;338;10000;1553;4763;884666;-327439
05524+4832;25;25;71;509;10000;3521;1395;890680;485424
05524-1508;25;25;61;192;10000;4098;3177;886861;-151347
05525+8425;25;25;57;111;10000;4386;5135;916297;844189
05526-2535;25;25;98;182;10000;2551;5385;886819;-255837
05530+0323;46;191;661;581;2408;2890;11377;889279;33924
05531-3946;25;25;73;168;10000;3425;4345;887048;-397685
05537+4314;27;25;64;100;10800;3906;6400;893414;432390
05539-4515;25;25;65;108;10000;3846;6019;888501;-452591
05542-1941;25;22;241;519;11364;913;4644;891055;-196918
05542-2609;25;25;64;156;10000;3906;4103;890717;-261604
05544+4650;25;32;176;407;7812;1818;4324;895482;468453
05544-3809;25;18;133;273;13889;1353;4872;890335;-381540
05550+4030;25;35;99;220;7143;3535;4500;896334;405164
05552+5425;25;25;116;364;10000;2155;3187;898513;544202
05554-1835;27;25;59;141;10800;4237;4184;894107;-185950
05557-2005;25;25;44;174;10000;5682;2529;894696;-200850
05558-1636;25;29;75;238;8621;3867;3151;895163;-166102
05559-2311;25;25;50;105;10000;5000;4762;895021;-231882
05562-6933;22;58;446;800;3793;1300;5575;889436;-695612
05563-3820;53;69;42;100;7681;16429;4200;895025;-383332
05565-3453;42;25;40;129;16800;6250;3101;895793;-348880
05567+5333;27;25;44;162;10800;5682;2716;902009;535593
05576+6522;25;25;101;302;10000;2475;3344;906511;653707
05576-7655;25;25;83;232;10000;3012;3578;888552;-769191
05578-5333;25;25;153;375;10000;1634;4080;897367;-535644
05580-5128;28;25;60;220;11200;4167;2727;897988;-514694
05581-1610;25;24;201;453;10417;1194;4437;900853;-161671
05581-5907;25;25;43;167;10000;5814;2575;897206;-591285
05585-1808;25;25;92;176;10000;2717;5227;901915;-181362
05587+3606;25;26;99;387;9615;2626;2558;905211;361067
05587-4206;25;34;114;283;7353;2982;4028;900752;-421083
05590-2144;25;33;212;333;7576;1557;6366;902862;-217379
05590-2340;30;63;664;1403;4762;949;4733;902798;-236740
06002+5737;26;25;71;217;10400;3521;3272;911442;576271
06003-6354;29;28;31;80;10357;9032;3875;901719;-639070
06005+6653;104;31;113;250;33548;2743;4520;914346;668803
06014-2039;25;25;61;209;10000;4098;2919;908961;-206533
06017+7952;28;25;42;141;11200;5952;2979;926401;798697
06019+7450;55;31;49;161;17742;6327;3043;921616;748399
06022-1237;25;25;95;444;10000;2632;2140;911474;-126253
06033-1901;25;28;42;286;8929;6667;1469;913783;-190304
06033-2751;25;25;86;288;10000;2907;2986;913272;-278580
