galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,ra,dec
16569+2759,0.36,0.25,0.51,1.38,1.4400,0.4902,0.3696,254.7408,27.9253
16571+3635,0.25,0.25,0.41,1.21,1.0000,0.6098,0.3388,254.7248,36.5206
16571+2903,0.25,0.20,1.03,2.48,1.2500,0.1942,0.4153,254.7864,28.9916
16572+0234,0.39,0.26,0.47,1.05,1.5000,0.5532,0.4476,254.9351,2.5092
16574+3001,0.25,0.29,1.19,3.02,0.8621,0.2437,0.3940,254.8380,29.9455
16575+5735,0.26,0.25,0.71,1.00,1.0400,0.3521,0.7100,254.6150,57.5226
16575+5456,0.25,0.25,0.43,1.17,1.0000,0.5814,0.3675,254.6552,54.8674
16578+5710,0.41,0.25,0.37,1.65,1.6400,0.6757,0.2242,254.6763,57.1001
16578+5949,0.25,0.25,0.65,1.66,1.0000,0.3846,0.3916,254.6362,59.7534
16580+2311,0.25,0.37,0.48,1.82,0.6757,0.7708,0.2637,255.0483,23.1250
16581+4959,0.25,0.37,1.21,2.69,0.6757,0.3058,0.4498,254.8559,49.9202
16581-0506,0.26,0.49,0.77,2.07,0.5306,0.6364,0.3720,255.2037,-5.1743
16583+1021,0.28,0.45,0.72,1.22,0.6222,0.6250,0.5902,255.1873,10.2774
16586+5608,0.25,0.25,0.37,1.30,1.0000,0.6757,0.2846,254.8952,56.0680
16586+2755,0.83,0.25,0.83,2.57,3.3200,0.3012,0.3230,255.1639,27.8559
16589+0521,0.25,0.16,1.97,3.20,1.5625,0.0812,0.6156,255.3424,5.2831
16595+2800,0.25,0.25,0.75,2.44,1.0000,0.3333,0.3074,255.3853,27.9411
16597+3338,0.35,0.52,0.40,1.00,0.6731,1.3000,0.4000,255.4015,33.5682
17000+4118,0.90,0.55,0.40,1.25,1.6364,1.3750,0.3200,255.4279,41.2307
17001+4829,0.25,0.28,0.94,1.61,0.8929,0.2979,0.5839,255.3699,48.4236
17002+5153,0.25,0.23,0.42,1.00,1.0870,0.5476,0.4200,255.3543,51.8223
17003+5845,0.25,0.25,0.32,1.64,1.0000,0.7812,0.1951,255.2849,58.6850
17008+1621,0.26,0.25,0.91,1.98,1.0400,0.2747,0.4596,255.7668,16.2952
17012+8356,0.25,0.22,2.29,2.95,1.1364,0.0961,0.7763,253.4452,83.8662
17012+0418,0.44,0.27,0.34,1.00,1.6296,0.7941,0.3400,255.9414,4.2434
17013+2500,0.25,0.54,0.53,1.40,0.4630,1.0189,0.3786,255.8419,24.9329
17013+3131,0.25,0.32,2.20,2.68,0.7812,0.1455,0.8209,255.8168,31.4579
17015-7043,0.25,0.25,0.96,3.05,1.0000,0.2604,0.3148,256.7993,-70.7964
17015+4042,0.25,0.87,0.37,1.00,0.2874,2.3514,0.3700,255.8020,40.6375
17022+3133,0.27,0.25,0.63,1.09,1.0800,0.3968,0.5780,256.0390,31.4842
17023-0128,0.25,0.30,0.48,1.50,0.8333,0.6250,0.3200,256.2345,-1.5425
17024+5512,0.25,0.25,0.42,1.50,1.0000,0.5952,0.2800,255.8687,55.1459
17026+0959,0.25,0.25,0.50,1.86,1.0000,0.5000,0.2688,256.2446,9.9302
17026+6131,0.25,0.38,0.46,0.91,0.6579,0.8261,0.5055,255.8101,61.4489
17028+3801,0.25,0.25,0.84,1.63,1.0000,0.2976,0.5153,256.1340,37.9651
17031-7315,0.77,0.66,0.40,0.98,1.1667,1.6500,0.4082,257.3398,-73.3205
17032+3805,0.25,0.25,0.72,1.46,1.0000,0.3472,0.4932,256.2397,38.0206
17033+4456,0.40,0.25,0.52,1.01,1.6000,0.4808,0.5149,256.2007,44.8761
17035+1828,0.86,0.56,0.40,0.88,1.5357,1.4000,0.4545,256.4285,18.4153
17049+3543,0.25,0.25,0.48,1.72,1.0000,0.5208,0.2791,256.6897,35.6582
17052-7404,0.25,0.11,0.62,2.34,2.2727,0.1774,0.2650,257.9066,-74.1399
17053+4311,0.27,0.29,0.40,1.18,0.9310,0.7250,0.3390,256.7241,43.1199
17053-2538,0.43,0.33,1.09,3.85,1.3030,0.3028,0.2831,257.1106,-25.7134
17053+7230,0.37,0.25,1.08,3.27,1.4800,0.2315,0.3303,256.1340,72.4458
17056-5209,0.25,0.54,0.63,12.98,0.4630,0.8571,0.0485,257.3998,-52.2173
17056-6151,0.26,0.25,1.11,3.29,1.0400,0.2252,0.3374,257.5623,-61.9174
17057+3912,0.25,0.25,0.70,1.77,1.0000,0.3571,0.3955,256.8637,39.1519
17062+0357,0.59,0.31,1.88,5.25,1.9032,0.1649,0.3581,257.1805,3.8951
17062-7728,0.25,0.25,2.13,11.25,1.0000,0.1174,0.1893,258.4297,-77.5370
17063-7136,0.25,0.25,0.83,2.32,1.0000,0.3012,0.3578,258.0526,-71.6717
17063+2534,0.25,0.25,1.32,3.59,1.0000,0.1894,0.3677,257.1070,25.5178
17063-2538,0.71,0.52,0.81,4.66,1.3654,0.6420,0.1738,257.3674,-25.7099
17067+1131,0.47,0.27,0.40,1.42,1.7407,0.6750,0.2817,257.2710,11.4620
17069+4224,0.25,0.43,0.49,1.95,0.5814,0.8776,0.2513,257.1322,42.3390
17069+6047,0.25,0.47,3.17,5.12,0.5319,0.1483,0.6191,256.9033,60.7274
17073+6103,0.40,0.53,0.40,0.58,0.7547,1.3250,0.6897,256.9987,60.9932
17077+3410,0.40,0.25,0.62,1.27,1.6000,0.4032,0.4882,257.4038,34.1105
17078+6341,0.25,0.13,0.72,2.16,1.9231,0.1806,0.3333,257.0438,63.6299
17080-7725,0.40,0.25,0.79,2.61,1.6000,0.3165,0.3027,258.8730,-77.4896
17082+6206,0.25,0.31,2.99,5.29,0.8065,0.1037,0.5652,257.1884,62.0422
17082+7710,0.25,0.25,0.40,1.00,1.0000,0.6250,0.4000,256.5208,77.1137
17084-2305,0.29,0.38,1.65,14.82,0.7632,0.2303,0.1113,257.8610,-23.1567
17084+2019,0.25,0.25,0.43,1.25,1.0000,0.5814,0.3440,257.6599,20.2651
17086+0554,0.25,0.25,0.30,1.38,1.0000,0.8333,0.2174,257.7782,5.8538
17086-2541,0.49,0.43,1.81,6.29,1.1395,0.2376,0.2878,257.9442,-25.7478
17087+0528,0.25,0.25,2.05,4.86,1.0000,0.1220,0.4218,257.8127,5.4170
17090+4823,0.80,0.55,0.40,1.33,1.4545,1.3750,0.3008,257.5902,48.3288
17091+0803,0.37,0.38,3.05,4.22,0.9737,0.1246,0.7227,257.8783,7.9943
17092-5903,0.25,0.25,0.55,3.16,1.0000,0.4545,0.1741,258.4061,-59.1100
17092+6302,0.25,0.28,0.27,1.08,0.8929,1.0370,0.2500,257.4289,62.9736
17093-6045,0.25,0.25,0.59,2.07,1.0000,0.4237,0.2850,258.4554,-60.8112
17101+5659,0.25,0.25,0.88,1.75,1.0000,0.2841,0.5029,257.7522,56.9346
17101+1637,0.38,0.28,0.42,1.56,1.3571,0.6667,0.2692,258.0980,16.5613
17102+3013,0.25,0.25,0.51,1.51,1.0000,0.4902,0.3377,258.0553,30.1676
17104-7305,0.30,0.34,1.98,2.96,0.8824,0.1717,0.6689,259.1519,-73.1469
17105+2319,0.25,0.25,0.50,1.66,1.0000,0.5000,0.3012,258.1556,23.2702
17108+4749,0.35,0.25,0.40,1.36,1.4000,0.6250,0.2941,258.0569,47.7619
17110+6002,0.25,0.52,0.40,0.97,0.4808,1.3000,0.4124,257.9425,59.9870
17111+2630,0.25,0.25,0.61,1.56,1.0000,0.4098,0.3910,258.2921,26.4565
17118+4257,0.25,0.25,0.47,1.21,1.0000,0.5319,0.3884,258.3553,42.8993
17122+2022,0.25,0.25,0.63,1.65,1.0000,0.3968,0.3818,258.6005,20.3143
17122+2307,0.25,0.25,1.68,4.24,1.0000,0.1488,0.3962,258.5936,23.0701
17123-6245,0.74,2.15,14.05,40.25,0.3442,0.1530,0.3491,259.2480,-62.8206
17124+3933,0.25,0.19,0.75,1.60,1.3158,0.2533,0.4688,258.5375,39.4984
17124+0616,0.27,0.25,0.69,1.83,1.0800,0.3623,0.3770,258.7334,6.2119
17126+3907,1.38,0.26,0.47,0.76,5.3077,0.5532,0.6184,258.5879,39.0745
17127+3910,5.40,1.51,0.40,1.00,3.5762,3.7750,0.4000,258.5980,39.1159
17140+0054,0.65,0.29,0.40,1.35,2.2414,0.7250,0.2963,259.1562,0.8503
17140+0629,0.25,0.36,1.05,2.63,0.6944,0.3429,0.3992,259.1315,6.4319
16155+6831,0.25,0.18,1.24,3.13,1.3889,0.1452,0.3962,243.8930,68.3986
16158+6414,0.25,0.25,0.25,0.97,1.0000,1.0000,0.2577,244.0747,64.1117
16158+2303,0.25,0.19,2.83,4.64,1.3158,0.0671,0.6099,244.4864,22.9448
16160+4612,0.25,0.20,1.64,3.89,1.2500,0.1220,0.4216,244.3807,46.0899
16162+5021,0.27,0.25,0.49,1.00,1.0800,0.5102,0.4900,244.3942,50.2451
16163+0731,0.25,0.25,1.51,5.04,1.0000,0.1656,0.2996,244.6991,7.4097
16164+5952,48.11,13.05,2.19,0.90,3.6866,5.9589,2.4333,244.3132,59.7545
16165+6819,0.25,0.25,0.91,1.58,1.0000,0.2747,0.5759,244.1554,68.2031
16165+5219,0.25,0.25,0.47,1.10,1.0000,0.5319,0.4273,244.4642,52.1968
16168+1415,0.25,0.28,0.96,2.97,0.8929,0.2917,0.3232,244.7905,14.1346
16173+0516,0.25,0.25,1.24,2.28,1.0000,0.2016,0.5439,244.9515,5.1616
16174+3712,0.68,0.67,0.44,1.00,1.0149,1.5227,0.4400,244.8227,37.0903
16175+0207,0.25,0.26,1.37,3.23,0.9615,0.1898,0.4241,245.0304,2.0083
16176-6325,0.35,0.79,3.86,5.21,0.4430,0.2047,0.7409,245.5524,-63.5508
16177+0151,0.25,0.25,0.55,1.32,1.0000,0.4545,0.4167,245.0824,1.7396
16185+5743,0.25,0.82,0.40,1.19,0.3049,2.0500,0.3361,244.8904,57.6108
16187+1315,0.40,0.25,0.59,1.23,1.6000,0.4237,0.4797,245.2791,13.1354
16192-0210,0.25,0.26,2.11,9.67,0.9615,0.1232,0.2182,245.4522,-2.2849
16193+3611,0.31,0.25,0.40,1.19,1.2400,0.6250,0.3361,245.2915,36.0690
16197+4019,0.25,0.25,0.65,1.10,1.0000,0.3846,0.5909,245.3706,40.2047
02200+4108,0.25,0.25,0.83,1.83,1.0000,0.3012,0.4536,35.7833,41.3705
02201+1124,0.26,0.27,0.57,1.34,0.9630,0.4737,0.4254,35.7014,11.6390
02201+4143,0.25,0.25,0.50,1.57,1.0000,0.5000,0.3185,35.8305,41.9482
02203+3158,0.28,0.70,6.64,13.10,0.4000,0.1054,0.5069,35.8402,32.1959
02204-6450,0.25,0.27,2.45,5.52,0.9259,0.1102,0.4438,35.4039,-64.6090
02205+8347,0.25,0.25,0.98,2.38,1.0000,0.2551,0.4118,37.3204,84.0190
02207-2127,0.91,1.25,13.86,44.43,0.7280,0.0902,0.3120,35.7721,-21.2330
02208+4744,0.34,1.23,9.99,15.61,0.2764,0.1231,0.6400,36.0340,47.9696
02209-3706,0.36,0.25,0.43,1.53,1.4400,0.5814,0.2810,35.7493,-36.8810
02209-3305,0.25,1.19,0.56,1.21,0.2101,2.1250,0.4628,35.7749,-32.8616
02210+3319,0.26,0.25,0.63,1.38,1.0400,0.3968,0.4565,36.0144,33.5579
02211-0729,0.25,0.25,1.25,2.85,1.0000,0.2000,0.4386,35.9080,-7.2583
02213+4038,0.25,0.25,0.71,1.74,1.0000,0.3521,0.4080,36.1161,40.8643
02215-0455,0.67,0.74,0.53,1.28,0.9054,1.3962,0.4141,36.0116,-4.6939
02218+2518,0.25,0.25,0.78,1.59,1.0000,0.3205,0.4906,36.1751,25.5310
02219-0223,0.25,0.44,0.40,1.03,0.5682,1.1000,0.3883,36.1096,-2.1603
02221+2549,0.25,0.37,1.98,2.47,0.6757,0.1869,0.8016,36.2500,26.0488
02221+4152,0.25,0.25,0.51,1.73,1.0000,0.4902,0.2948,36.3239,42.0934
02221+1557,0.25,0.40,0.47,1.28,0.6250,0.8511,0.3672,36.2285,16.1842
02221+5035,0.25,0.25,0.90,2.48,1.0000,0.2778,0.3629,36.3900,50.8178
02222+2159,0.25,0.38,4.05,9.59,0.6579,0.0938,0.4223,36.2649,22.2166
02223-1922,0.25,0.37,1.47,3.52,0.6757,0.2517,0.4176,36.1661,-19.1435
02224+1450,0.41,0.31,1.15,1.99,1.3226,0.2696,0.5779,36.3051,15.0595
02226+2010,0.25,0.29,1.09,2.12,0.8621,0.2661,0.5142,36.3686,20.3957
02226+2630,0.40,0.25,0.62,1.24,1.6000,0.4032,0.5000,36.3965,26.7370
02227-2001,0.25,0.25,0.91,1.47,1.0000,0.2747,0.6190,36.2680,-19.8072
02228-2500,0.25,0.43,5.20,9.78,0.5814,0.0827,0.5317,36.2709,-24.7894
02229+4155,0.25,0.25,1.12,3.41,1.0000,0.2232,0.3284,36.5190,42.1429
02229+3914,0.25,0.25,0.45,1.59,1.0000,0.5556,0.2830,36.5069,39.4710
02230+1816,0.31,0.39,1.26,6.79,0.7949,0.3095,0.1856,36.4635,18.4985
02234+3013,0.25,0.25,0.48,1.53,1.0000,0.5208,0.3137,36.5869,30.4432
02234-1124,0.25,0.36,2.21,4.57,0.6944,0.1629,0.4836,36.4624,-11.1902
02234+2817,0.38,0.25,0.40,3.81,1.5200,0.6250,0.1050,36.5917,28.5079
02234-5500,0.25,0.25,0.33,0.95,1.0000,0.7576,0.3474,36.2728,-54.7779
02235-4218,0.25,0.25,0.69,1.50,1.0000,0.3623,0.4600,36.3747,-42.0884
02235+2246,0.28,0.28,0.53,1.11,1.0000,0.5283,0.4775,36.6009,22.9942
02235-0033,0.25,0.32,0.59,1.68,0.7812,0.5424,0.3512,36.5327,-0.3284
02236+4136,0.25,0.51,3.32,6.08,0.4902,0.1536,0.5461,36.6938,41.8349
02237-5757,0.25,0.44,0.40,0.89,0.5682,1.1000,0.4494,36.3179,-57.7256
02237-6146,0.25,0.25,0.72,1.77,1.0000,0.3472,0.4068,36.2763,-61.5525
02239+3457,0.25,0.25,0.33,1.53,1.0000,0.7576,0.2157,36.7332,35.1833
02239+1155,0.25,0.52,0.89,2.53,0.4808,0.5843,0.3518,36.6541,12.1563
02240-1526,0.31,0.25,0.53,1.49,1.2400,0.4717,0.3557,36.6025,-15.2253
02240+2448,0.37,0.29,1.89,3.81,1.2759,0.1534,0.4961,36.7282,25.0336
02240+3321,0.25,0.25,1.44,7.74,1.0000,0.1736,0.1860,36.7665,33.5793
02240-2430,1.32,0.25,1.49,3.34,5.2800,0.1678,0.4461,36.5879,-24.2909
02244+4146,0.37,0.25,1.26,3.82,1.4800,0.1984,0.3298,36.8979,42.0001
02244+4145,0.25,0.24,2.13,6.68,1.0417,0.1127,0.3189,36.9083,41.9873
02245+3555,0.40,0.25,0.60,1.46,1.6000,0.4167,0.4110,36.9033,36.1481
02245+2525,0.44,0.25,0.41,3.15,1.7600,0.6098,0.1302,36.8643,25.6501
02245+2252,0.25,0.30,1.67,2.85,0.8333,0.1796,0.5860,36.8571,23.0929
02246-1321,0.40,0.25,0.80,1.79,1.6000,0.3125,0.4469,36.7580,-13.1310
02246+2526,0.34,0.25,1.37,3.03,1.3600,0.1825,0.4521,36.8869,25.6692
02248+2621,0.27,0.94,3.96,5.47,0.2872,0.2374,0.7239,36.9412,26.5894
02252+3105,0.66,1.31,2.76,4.92,0.5038,0.4746,0.5610,37.0605,31.3115
02253+2341,0.25,0.25,0.73,1.36,1.0000,0.3425,0.5368,37.0615,23.9193
02253+1922,0.32,0.25,3.02,10.52,1.2800,0.0828,0.2871,37.0491,19.5960
02254+2914,0.25,0.25,0.31,1.61,1.0000,0.8065,0.1925,37.0867,29.4598
02254-6958,0.25,0.25,0.40,0.76,1.0000,0.6250,0.5263,36.5530,-69.7474
02254-8008,0.25,0.25,0.88,3.31,1.0000,0.2841,0.2659,36.0690,-79.9228
02256+1009,0.25,0.38,0.55,1.79,0.6579,0.6909,0.3073,37.0921,10.3822
02256-0603,0.26,0.25,0.68,1.41,1.0400,0.3676,0.4823,37.0474,-5.8394
02259-0122,0.25,0.25,0.83,2.53,1.0000,0.3012,0.3281,37.1228,-1.1468
02261-5056,0.25,0.25,0.65,1.96,1.0000,0.3846,0.3316,36.9728,-50.7144
02261-1045,0.25,0.25,0.95,3.81,1.0000,0.2632,0.2493,37.1559,-10.5358
02262-1915,0.25,0.25,1.19,3.13,1.0000,0.2101,0.3802,37.1418,-19.0414
02262-2129,0.25,0.25,1.12,1.70,1.0000,0.2232,0.6588,37.1353,-21.2608
02264+3114,0.25,0.25,0.40,1.56,1.0000,0.6250,0.2564,37.3498,31.4676
02264+3125,0.25,0.25,0.67,2.27,1.0000,0.3731,0.2952,37.3617,31.6407
02268+3114,0.25,0.26,0.57,1.41,0.9615,0.4561,0.4043,37.4591,31.4562
02270+1549,4.40,1.35,0.40,1.00,3.2593,3.3750,0.4000,37.4511,16.0473
02271+8438,0.25,0.25,0.64,1.04,1.0000,0.3906,0.6154,39.2976,84.8661
02272-2645,0.39,0.25,0.64,1.30,1.5600,0.3906,0.4923,37.3643,-26.5348
02274-4312,0.25,0.25,0.94,1.80,1.0000,0.2660,0.5222,37.3447,-42.9851
02275+3157,0.28,0.35,2.48,8.27,0.8000,0.1411,0.2999,37.6379,32.1768
02276-5501,1.12,0.25,0.62,1.51,4.4800,0.4032,0.4106,37.3234,-54.8093
02277+3654,0.25,0.31,3.97,7.63,0.8065,0.0781,0.5203,37.7012,37.1353
15596+7028,0.25,0.13,1.25,2.21,1.9231,0.1040,0.5656,239.8848,70.3332
15597+0713,0.25,0.25,0.92,1.26,1.0000,0.2717,0.7302,240.5471,7.0849
15597+1634,0.25,0.25,0.63,1.29,1.0000,0.3968,0.4884,240.5079,16.4354
15598+1857,0.35,0.56,0.39,0.75,0.6250,1.4359,0.5200,240.5122,18.8143
16000+2628,0.25,0.18,0.55,1.23,1.3889,0.3273,0.4472,240.5345,26.3303
16001+3650,0.25,0.20,1.10,2.09,1.2500,0.1818,0.5263,240.4926,36.7011
16002-2211,0.25,0.36,2.03,2.99,0.6944,0.1773,0.6789,240.8069,-22.3224
16005+4303,0.25,4.36,0.62,1.86,0.0573,7.0323,0.3333,240.5528,42.9179
16006+2523,0.25,0.25,0.42,1.17,1.0000,0.5952,0.3590,240.6849,25.2523
16007+0546,0.25,0.31,0.53,1.06,0.8065,0.5849,0.5000,240.8153,5.6424
16008-2236,0.33,0.35,0.70,4.41,0.9429,0.5000,0.1587,240.9441,-22.7374
16008+2105,0.26,0.25,0.43,1.06,1.0400,0.5814,0.4057,240.7505,20.9581
16009+2708,0.30,0.25,0.52,1.35,1.2000,0.4808,0.3852,240.7502,27.0101
16010+4119,0.25,0.31,1.46,3.45,0.8065,0.2123,0.4232,240.6795,41.1959
16011+1627,1.38,0.68,0.40,1.00,2.0294,1.7000,0.4000,240.8482,16.3201
16011+2308,0.25,0.45,0.45,0.83,0.5556,1.0000,0.5422,240.8195,23.0070
16011+7044,0.44,0.25,0.86,2.09,1.7600,0.2907,0.4115,240.2427,70.5992
16012+1918,0.25,0.25,0.61,1.42,1.0000,0.4098,0.4296,240.8624,19.1680
16012+3946,0.25,0.25,0.82,2.04,1.0000,0.3049,0.4020,240.7611,39.6429
16014-6735,0.25,0.25,0.31,1.28,1.0000,0.8065,0.2422,241.5967,-67.7226
16019+2605,0.25,0.25,0.42,1.08,1.0000,0.5952,0.3889,240.9988,25.9553
16020+0400,0.26,0.25,0.40,1.66,1.0400,0.6250,0.2410,241.1245,3.8659
16021+1753,0.25,0.25,0.77,1.34,1.0000,0.3247,0.5746,241.1097,17.7496
16022+1457,0.25,0.25,0.73,1.59,1.0000,0.3425,0.4591,241.1319,14.8194
16023+6637,0.25,0.25,0.34,0.83,1.0000,0.7353,0.4096,240.6766,66.4960
16025+1700,0.66,0.25,0.49,1.06,2.6400,0.5102,0.4623,241.2124,16.8789
16026+1416,0.36,0.25,0.60,1.00,1.4400,0.4167,0.6000,241.2354,14.1387
16028+1753,0.25,0.25,1.55,3.65,1.0000,0.1613,0.4247,241.2829,17.7570
16030+2505,0.25,0.25,0.42,1.32,1.0000,0.5952,0.3182,241.2949,24.9619
16032+1754,0.25,0.25,0.54,1.00,1.0000,0.4630,0.5400,241.3786,17.7680
16032+1010,0.28,0.25,0.56,1.20,1.1200,0.4464,0.4667,241.4186,10.0328
16033+4935,0.25,0.46,0.40,1.10,0.5435,1.1500,0.3636,241.1838,49.4551
16035+1728,0.25,0.25,0.40,1.38,1.0000,0.6250,0.2899,241.4430,17.3435
16035+4535,0.68,0.25,0.34,1.43,2.7200,0.7353,0.2378,241.2893,45.4507
16036+2137,0.25,0.24,1.70,5.24,1.0417,0.1412,0.3244,241.4665,21.4837
16039+2055,0.25,0.25,0.47,2.18,1.0000,0.5319,0.2156,241.5261,20.7881
16040+4128,0.27,0.27,1.46,1.86,1.0000,0.1849,0.7849,241.4397,41.3435
16041+1954,0.25,0.25,0.91,2.40,1.0000,0.2747,0.3792,241.5955,19.7753
16042+3606,0.25,0.25,0.60,1.60,1.0000,0.4167,0.3750,241.5289,35.9813
16045+1455,0.39,0.25,0.52,1.57,1.5600,0.4808,0.3312,241.7092,14.7985
16046+3013,0.44,0.25,0.47,1.53,1.7600,0.5319,0.3072,241.6616,30.0996
16047+3201,0.25,0.25,1.56,3.19,1.0000,0.1603,0.4890,241.6778,31.8930
16048+7744,0.25,0.25,0.39,1.30,1.0000,0.6410,0.3000,240.7373,77.6036
16049+2211,0.25,0.30,1.80,3.80,0.8333,0.1667,0.4737,241.7783,22.0603
16062+2336,0.25,0.25,0.98,1.81,1.0000,0.2551,0.5414,242.0980,23.4730
16062+1227,0.25,0.36,0.82,1.02,0.6944,0.4390,0.8039,242.1514,12.3312
16065-2852,0.25,1.11,1.36,3.58,0.2252,0.8162,0.3799,242.4054,-29.0045
16067+1957,0.25,0.25,0.82,1.43,1.0000,0.3049,0.5734,242.2410,19.8225
16070+2500,0.62,0.25,0.35,1.07,2.4800,0.7143,0.3271,242.2802,24.8713
16073+7003,0.25,0.25,0.91,1.82,1.0000,0.2747,0.5000,241.8122,69.9311
16074-0231,0.32,0.32,0.61,1.71,1.0000,0.5246,0.3567,242.5090,-2.6566
16074+0050,0.31,0.32,4.38,13.25,0.9688,0.0731,0.3306,242.4958,0.7087
16075+2810,0.25,0.25,1.28,2.49,1.0000,0.1953,0.5141,242.4051,28.0514
16075+2521,0.25,0.25,0.51,1.01,1.0000,0.4902,0.5050,242.4207,25.2214
16076+0642,0.37,0.25,0.72,1.50,1.4800,0.3472,0.4800,242.5166,6.5855
16078-6038,0.28,0.25,0.71,3.48,1.1200,0.3521,0.2040,243.0515,-60.7783
16078+1649,0.25,0.25,0.52,1.44,1.0000,0.4808,0.3611,242.5415,16.6996
16079-0135,0.25,0.27,0.60,1.70,0.9259,0.4500,0.3529,242.6479,-1.7163
16080+1544,0.41,0.26,0.53,1.53,1.5769,0.4906,0.3464,242.5786,15.6186
16080+1226,0.36,0.25,0.40,1.25,1.4400,0.6250,0.3200,242.6021,12.3062
16082+4315,0.32,0.25,0.40,0.93,1.2800,0.6250,0.4301,242.4803,43.1272
16085+1711,0.25,0.25,0.60,1.57,1.0000,0.4167,0.3822,242.7101,17.0601
16086+1352,0.25,0.25,0.55,1.36,1.0000,0.4545,0.4044,242.7371,13.7504
16089+6429,0.25,0.25,0.44,1.15,1.0000,0.5682,0.3826,242.3638,64.3570
16089+1359,0.25,0.25,0.72,1.73,1.0000,0.3472,0.4162,242.8224,13.8649
16091-6038,0.25,0.25,0.71,4.20,1.0000,0.3521,0.1690,243.3654,-60.7625
16091-6316,0.40,0.25,0.99,2.90,1.6000,0.2525,0.3414,243.4259,-63.4065
16092-6044,0.39,0.25,0.78,10.64,1.5600,0.3205,0.0733,243.3957,-60.8643
16099-2129,0.25,0.42,1.29,4.64,0.5952,0.3256,0.2780,243.2245,-21.6218
16099+3215,0.25,0.25,0.83,1.62,1.0000,0.3012,0.5123,242.9841,32.1311
16101+6757,0.25,0.25,0.67,2.17,1.0000,0.3731,0.3088,242.5807,67.8382
16102+0443,0.25,0.25,0.71,1.96,1.0000,0.3521,0.3622,243.1930,4.5981
16104+5235,0.30,1.18,6.49,9.98,0.2542,0.1818,0.6503,242.9180,52.4571
16104+0218,0.25,0.31,1.80,2.82,0.8065,0.1722,0.6383,243.2469,2.1811
16107+2824,0.25,0.25,1.77,4.36,1.0000,0.1412,0.4060,243.1887,28.2859
16108+4931,0.36,0.25,0.45,1.17,1.4400,0.5556,0.3846,243.0723,49.3977
16109+6042,0.25,0.36,0.38,1.33,0.6944,0.9474,0.2857,242.9389,60.5760
16117+1424,0.25,0.25,0.40,1.44,1.0000,0.6250,0.2778,243.5118,14.2810
16118+0407,0.25,0.15,1.55,3.15,1.6667,0.0968,0.4921,243.5768,3.9964
16118-0004,0.25,0.26,0.82,3.46,0.9615,0.3171,0.2370,243.6022,-0.2071
16118+0939,0.25,0.25,0.96,2.50,1.0000,0.2604,0.3840,243.5679,9.5364
16120+0320,0.25,0.25,0.88,1.59,1.0000,0.2841,0.5535,243.6269,3.2172
16120+1038,0.72,0.63,0.37,1.00,1.1429,1.7027,0.3700,243.6114,10.5144
16128+5231,0.25,0.25,0.69,1.51,1.0000,0.3623,0.4570,243.5248,52.4036
16136+6550,0.25,0.25,0.63,0.81,1.0000,0.3968,0.7778,243.4906,65.7175
16136+4653,0.65,0.63,0.38,1.00,1.0317,1.6579,0.3800,243.7878,46.7738
16138+3205,0.25,0.25,0.69,1.74,1.0000,0.3623,0.3966,243.9351,31.9617
16138+6239,0.25,0.34,1.24,3.30,0.7353,0.2742,0.3758,243.6255,62.5355
16138+5559,0.25,0.54,0.44,1.17,0.4630,1.2273,0.3761,243.7416,55.8713
16139+6506,0.25,0.25,0.39,1.15,1.0000,0.6410,0.3391,243.6023,64.9841
16142+3803,0.25,0.25,0.43,1.27,1.0000,0.5814,0.3386,244.0168,37.9415
16143+2722,0.25,0.25,0.40,1.19,1.0000,0.6250,0.3361,244.1092,27.2460
16144-6255,0.67,0.25,0.47,12.85,2.6800,0.5319,0.0366,244.7558,-63.0538
16145+4231,0.25,0.25,1.40,3.02,1.0000,0.1786,0.4636,244.0504,42.3990
16393+2648,0.65,0.60,0.42,1.78,1.0833,1.4286,0.2360,250.3480,26.7072
16393-0456,0.26,0.51,3.03,7.53,0.5098,0.1683,0.4024,250.5128,-5.0330
16395+4859,0.25,0.25,0.53,1.26,1.0000,0.4717,0.4206,250.2324,48.8957
16395+3950,0.26,0.25,0.56,1.71,1.0400,0.4464,0.3275,250.3156,39.7503
16396-7723,0.25,0.25,1.02,1.71,1.0000,0.2451,0.5965,251.7331,-77.4887
16396+7814,0.25,0.13,1.22,2.62,1.9231,0.1066,0.4656,249.3166,78.1428
16400-3050,0.29,0.36,0.90,4.19,0.8056,0.4000,0.2148,250.8001,-30.9276
16400-6045,0.28,0.25,0.51,8.25,1.1200,0.4902,0.0618,251.1228,-60.8535
16400+3944,0.25,0.25,1.29,3.09,1.0000,0.1938,0.4175,250.4413,39.6425
16403+2510,0.25,0.33,2.65,4.48,0.7576,0.1245,0.5915,250.5982,25.0858
16404+5910,0.25,0.29,2.43,3.79,0.8621,0.1193,0.6412,250.3076,59.0833
16404+6229,0.25,0.25,0.40,0.95,1.0000,0.6250,0.4211,250.2627,62.3965
16405-0033,0.25,0.31,2.20,4.65,0.8065,0.1409,0.4731,250.7739,-0.6493
16407+5136,0.26,0.25,0.54,2.43,1.0400,0.4630,0.2222,250.5105,51.5151
16409+5446,0.25,0.25,0.98,1.52,1.0000,0.2551,0.6447,250.5195,54.6891
