ra_sdss,dec_sdss,ra_iras,dec_iras,specobjid,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6548_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,class,subclass,galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,Ejey_OHb,Ejex_NH,Ejex_SH,Ejex_OH,Log_12_25,EtiqRef
132.17815,37.218636,132.17506,37.219563,973916102776088576,0.0253364,148.5031,37.54338,36.03322,36.03654,108.6945,36.73124,22.96663,8.166108,b'GALAXY',b'AGN',08455+3724,1.29,0.27,0.58,1.27,4.7777777,0.46551725,0.4566929,-0.041055773662588474,-0.025728710027808036,-0.9113094920756336,-2.90061341506638,1.5639756,
131.99648,38.069809,131.99628,38.069942,974036224421423104,0.02665227,732.5673,133.9549,38.81513,105.4675,318.1144,134.2192,108.5946,26.87667,b'GALAXY',b'STARFORMING',08447+3815,0.25,0.25,0.62,1.68,1.0,0.4032258,0.3690476,-1.2386930570625954,-0.5478083299791536,-1.1042603193308946,-3.3052965897517534,0.0,
142.38379,44.424238,142.38387,44.42434,979646482535704576,0.02545826,812.259,155.1471,194.7962,172.5466,520.4405,160.5226,137.5937,39.26189,b'GALAXY',b'STARFORMING',09262+4438,0.25,0.25,0.74,1.82,1.0,0.33783785,0.4065934,0.22758018470039448,-0.15880787052220072,-1.0023355759933787,-3.029564926529519,0.0,
151.69112,48.628698,151.69098,48.629482,981896908194736128,0.06508931,683.3004,102.3307,43.14582,107.5181,324.2993,139.2913,102.9026,35.23717,b'GALAXY',b'STARFORMING',10035+4852,0.25,0.32,4.78,6.27,0.78125,0.066945605,0.76236045,-0.8636241842307768,-0.45893177347860914,-1.0371959421760084,-2.96483309580765,-0.24686007,
151.69323,48.630687,151.69098,48.629482,1132655901472221184,0.06489746,876.0564,80.32035,61.46682,267.5909,807.1158,207.4993,170.7916,61.9555,b'GALAXY',b'STARFORMING',10035+4852,0.25,0.32,4.78,6.27,0.78125,0.066945605,0.76236045,-0.2675254964753672,0.20437259370011515,-0.8397669960586629,-2.6490140870159533,-0.24686007,
163.76116,49.727814,163.75995,49.726334,986327670713247744,0.00454068,1158.603,374.5686,1117.657,30.36728,91.59473,169.0322,117.5192,40.98442,b'GALAXY',b'STARBURST',10520+4959,0.26,0.27,0.62,0.95,0.962963,0.43548387,0.6526316,1.0932148450372405,-2.251260645193496,-1.397052321296012,-3.341778253505112,-0.037740305,Seyfert
162.69724,50.169141,162.69409,50.16898,986352684602779648,0.04182709,1567.757,362.7503,127.1515,170.7638,515.0631,288.2917,204.1978,37.88587,b'GALAXY',b'STARFORMING',10478+5026,0.25,0.25,0.61,1.35,1.0,0.40983605,0.45185184,-1.0483354298912115,-0.8267759508875678,-1.157928073822851,-3.722822995057242,0.0,
162.2187,50.03668,162.21791,50.03608,986360656062081024,0.0230175,3109.43,752.1719,137.6086,601.8719,1815.385,379.7847,387.599,52.47908,b'GALAXY',b'STARBURST',10458+5018,0.25,0.23,0.7,1.01,1.0869565,0.32857144,0.6930693,-1.6985514647063618,-0.2518060447897465,-1.3992077715979767,-4.081780094638362,0.08338159,
161.53965,49.543595,161.53607,49.542965,986368352643475456,0.03194327,292.2897,44.76886,10.20051,37.45455,112.9716,35.85767,22.7736,7.848963,b'GALAXY',b'STARFORMING',10431+4948,0.42,0.25,0.42,1.24,1.68,0.5952381,0.33870968,-1.4790750894083984,-0.6642731676439109,-1.6064772617198348,-3.617364012569657,0.51879376,
163.39965,50.772363,163.39769,50.77296,986429375538817024,0.02612586,154.9402,23.10462,12.50395,24.75777,74.67515,30.1644,22.01022,7.750534,b'GALAXY',b'STARFORMING',10506+5102,0.25,0.28,1.43,2.98,0.89285713,0.1958042,0.47986576,-0.6139880031396431,-0.44355599007026186,-1.0884430662700355,-2.9952774918078333,-0.113328695,
164.99275,50.90297,164.98979,50.903023,986459062352766976,0.009652932,6496.42,823.6765,187.5209,1265.13,3815.922,892.5007,896.2211,113.0172,b'GALAXY',b'STARBURST',10570+5110,0.25,0.78,3.48,4.68,0.32051283,0.22413793,0.74358976,-1.479887549870495,-0.24573292917664444,-1.289749969376645,-4.051466515405282,-1.137833,Infrarroja
164.99158,50.902661,164.98979,50.903023,987534104545224704,0.009470919,988.6545,239.7332,85.45784,160.1552,483.0651,216.1312,157.0571,40.24015,b'GALAXY',b'STARFORMING',10570+5110,0.25,0.78,3.48,4.68,0.32051283,0.22413793,0.74358976,-1.0315034834016068,-0.4298576495058421,-0.974261809818399,-3.2014796743991054,-1.137833,
171.38371,51.180433,171.38435,51.18035,989729829467219968,0.02712689,1982.271,342.6349,100.9306,332.9752,1004.33,339.6361,300.7133,59.50496,b'GALAXY',b'STARBURST',11227+5127,0.47,0.28,0.89,1.97,1.6785715,0.31460676,0.45177665,-1.222232296822281,-0.3935866128152308,-1.12998447123428,-3.5059387656965786,0.5179431,
175.86371,52.711134,175.86424,52.708633,992012140778907648,0.0189459,2592.164,562.869,142.6847,360.0773,1086.076,409.2861,344.4967,50.01923,b'GALAXY',b'STARBURST',11407+5259,0.26,0.25,0.56,1.44,1.04,0.44642857,0.3888889,-1.3724096182098262,-0.5835859133786819,-1.2351440642263674,-3.9478407955870165,0.039220676,
186.27833,52.44213,186.27652,52.44264,995348883791964160,0.04340237,1123.215,221.6451,39.28284,129.6729,391.1233,124.3345,95.06832,11.13509,b'GALAXY',b'STARFORMING',12226+5243,0.26,0.25,0.51,1.16,1.04,0.49019608,0.43965518,-1.7302896717230634,-0.7685915934824619,-1.6330409868886018,-4.6138490045842,0.039220676,
186.91847,53.492464,186.9183,53.49298,995419802291955712,0.03049336,1192.921,259.692,62.49124,141.4603,426.677,181.4772,119.3142,24.40396,b'GALAXY',b'STARFORMING',12252+5346,0.39,0.25,0.56,1.08,1.56,0.44642857,0.5185185,-1.4244699265004608,-0.7417970854284849,-1.3777431990494444,-3.889414786078182,0.4446858,
116.78848,30.4888,116.786934,30.48904,1001050131308505088,0.01493031,667.1139,165.886,49.2319,82.97612,250.2751,153.281,106.1443,20.84296,b'GALAXY',b'STARFORMING',07439+3036,0.25,0.32,0.84,1.65,0.78125,0.3809524,0.5090909,-1.2147590180714583,-0.6940641759873514,-0.9444919960604389,-3.465944554606538,-0.24686007,
120.87059,33.462386,120.87333,33.461895,1003177410104944640,0.03934076,5483.429,1151.268,293.5203,945.8723,2852.969,822.7518,671.5436,161.7769,b'GALAXY',b'STARBURST',08002+3336,0.25,0.27,1.65,3.09,0.9259259,0.16363636,0.5339806,-1.3666724205030771,-0.367034536017756,-1.3000758438035676,-3.5232676886002086,-0.076961055,
120.31516,32.848902,120.31389,32.85118,1003199400337500160,0.01790109,620.4888,118.941,51.9607,95.33713,287.5588,132.4124,100.1825,26.53227,b'GALAXY',b'STARFORMING',07580+3259,0.25,0.31,0.71,3.02,0.8064516,0.43661973,0.23509933,-0.8281399082304586,-0.48274432550244906,-0.9812092407311752,-3.1521458265197455,-0.21511137,
119.9742,33.290517,119.97289,33.290405,1003213419110754304,0.01972142,2567.318,338.0429,129.6669,504.0708,1520.394,312.5322,305.2185,68.14792,b'GALAXY',b'STARFORMING',07566+3325,0.25,0.39,1.89,3.96,0.64102566,0.20634921,0.47727272,-0.9582039560713108,-0.23755640490230548,-1.424532075201674,-3.628936416447216,-0.4446858,Infrarroja
122.73388,36.829331,122.734726,36.830048,1004416831131248640,0.02141223,7158.032,1816.795,1862.144,600.1231,1810.11,1042.854,797.5783,143.4952,b'GALAXY',b'STARBURST',08076+3658,0.25,0.35,1.22,1.56,0.71428573,0.28688523,0.78205127,0.024654552348387624,-1.088511618039339,-1.358234593178673,-3.9096887766755932,-0.3364722,
138.73198,46.903084,138.73248,46.902695,1012215121411336192,0.01418223,722.1833,94.57307,36.23412,123.9691,373.9194,149.1641,113.1052,35.29622,b'GALAXY',b'STARFORMING',09115+4706,0.25,0.44,1.74,4.32,0.5681818,0.25287357,0.4027778,-0.9593715468716155,-0.3719028284136084,-1.0129071463201145,-3.018503108735001,-0.5653138,
140.60543,47.244418,140.60406,47.24203,1013333325021997056,0.0304242,5008.753,1164.155,1371.524,365.7439,1103.168,701.0046,517.9254,114.4698,b'GALAXY',b'STARBURST',09190+4727,0.46,0.31,0.6,1.97,1.483871,0.51666665,0.30456853,0.16392702837493628,-1.2266650592971629,-1.4132135571876951,-3.7786312281558185,0.3946542,
142.07166,48.514189,142.06915,48.515606,1013461143248726016,0.01606768,2057.913,552.8034,776.0388,124.6281,375.9071,354.0996,254.4363,53.60649,b'GALAXY',b'STARBURST',09249+4844,0.25,0.25,0.86,1.72,1.0,0.29069766,0.5,0.33920009599220224,-1.4137697154953541,-1.2183917332257261,-3.6477774986114797,0.0,
142.77818,49.079751,142.7787,49.07932,1013481209335932928,0.03393195,2560.91,500.8777,570.897,673.3024,2030.835,481.0876,416.8668,180.9127,b'GALAXY',b'STARFORMING',09277+4917,0.38,0.46,1.75,2.36,0.82608694,0.26285714,0.7415254,0.1308468485873724,0.05442030642179444,-1.0479986555567056,-2.6501033485896426,-0.19105525,
155.94657,53.108019,155.94604,53.105522,1017846541081143296,0.03143734,359.0713,108.073,38.91969,51.50547,155.3524,59.83759,47.6284,19.58798,b'GALAXY',b'STARFORMING',10206+5321,0.25,0.32,1.41,3.11,0.78125,0.22695035,0.4533762,-1.0213066324855458,-0.5514890369332711,-1.2063465505923254,-2.9086048632045474,-0.24686007,
161.15934,56.369669,161.15665,56.370266,1020187126240667648,0.02405422,1930.237,335.6588,115.5949,379.4312,1144.452,358.8463,282.6083,79.43931,b'GALAXY',b'STARFORMING',10415+5637,0.25,0.25,0.76,1.34,1.0,0.32894737,0.5671642,-1.0660033302094587,-0.2363809793977271,-1.1016596623650774,-3.190404738388753,0.0,
166.40338,56.524923,166.40067,56.524075,1021361404743018496,0.02735269,310.9268,73.37381,136.7138,168.3868,507.8935,171.605,148.5138,67.29992,b'GALAXY',b'AGN',11026+5647,0.25,0.25,0.52,1.82,1.0,0.48076922,0.2857143,0.6223226296634349,0.7770501203714067,0.029134662197040157,-1.5303984667578072,0.0,LINER
168.33034,56.478249,168.33363,56.476677,1023549982738769920,0.03396476,1814.992,493.6346,1488.304,78.70979,237.4069,219.3541,159.3946,45.2814,b'GALAXY',b'STARBURST',11104+5644,0.25,0.28,1.67,2.69,0.89285713,0.16766468,0.62081784,1.1035969282224698,-1.7477249214011084,-1.5669634145012845,-3.6909399868308697,-0.113328695,Seyfert
203.2303,-3.0263431,203.22784,-3.025623,1024573902908581888,0.04780253,587.1495,103.2549,52.39108,113.4668,342.2419,157.9159,129.7128,44.31555,b'GALAXY',b'STARFORMING',13303-0246,0.4,0.31,0.58,1.19,1.2903225,0.5344828,0.48739496,-0.6784643405134224,-0.25342568264441157,-0.7136090599946031,-2.583943840978768,0.25489223,
202.71531,-1.7787004,202.71416,-1.778248,1024706943815542784,0.03604457,697.9538,142.6063,60.73935,90.87629,274.1039,107.1304,91.94505,26.8651,b'GALAXY',b'STARFORMING',13282-0131,0.47,0.5,0.61,1.39,0.94,0.8196721,0.4388489,-0.8534959283171244,-0.6483098333230254,-1.2544690128644724,-3.2573248649708915,-0.061875407,
208.38324,-1.1944692,208.3844,-1.1959538,1029182786545674240,0.02373103,261.5661,53.83207,16.68581,30.55536,92.16203,44.26634,31.46894,9.711652,b'GALAXY',b'STARFORMING',13509-0057,0.27,0.59,0.54,1.0,0.45762712,1.0925926,0.54,-1.1713107286032447,-0.7568029545641473,-1.2394429219560488,-3.2933606223152383,-0.78170055,
208.55939,-1.4364804,208.55997,-1.4372185,1029194606295672832,0.02419563,214.9987,67.71734,71.71195,71.85559,216.733,81.18093,46.99866,29.03515,b'GALAXY',b'BROADLINE',13516-0111,0.38,0.31,1.12,2.99,1.2258065,0.2767857,0.37458193,0.057315123277122154,0.2943701282709242,-0.5171996541537203,-2.0021248166083363,0.20359898,
211.73487,-1.5947115,211.73236,-1.594276,1030358159811700736,0.02918646,1372.535,265.491,76.1113,184.4078,556.2165,173.2876,119.457,34.73829,b'GALAXY',b'STARFORMING',14043-0121,0.27,0.38,0.95,1.85,0.7105263,0.4,0.5135135,-1.249384199127597,-0.6169211947939199,-1.5451141174344323,-3.6765721371657403,-0.34174934,
224.13546,-2.1083886,224.13623,-2.106734,1036992886794643456,0.02263756,1525.978,419.1317,299.7004,131.4445,396.4669,179.0411,163.4882,21.93902,b'GALAXY',b'STARBURST',14539-0154,0.25,0.26,1.0,2.26,0.96153843,0.26,0.44247788,-0.3354018813533564,-1.0614623283691405,-1.4940335934760334,-4.242124008389508,-0.039220743,
230.23098,-2.5778823,230.23082,-2.5784733,1040389278699382784,0.006719044,1400.045,209.8942,139.6321,358.1441,1080.245,504.074,404.0521,105.4929,b'GALAXY',b'STARFORMING',15183-0223,0.25,0.43,1.99,4.39,0.5813953,0.2160804,0.45330295,-0.4075924876500859,0.027019427880427552,-0.43287641233311625,-2.585616005870651,-0.5423243,
232.62068,-2.2714441,232.61914,-2.2716625,1041527273267685376,0.02854914,565.8087,122.16,58.89811,63.89794,192.7309,102.8782,74.19809,17.18559,b'GALAXY',b'STARFORMING',15278-0206,0.26,0.3,1.07,1.7,0.8666667,0.28037384,0.62941176,-0.7295226590529051,-0.7906251965121213,-1.161675378545504,-3.494184793228393,-0.14310083,
233.27338,-1.6282726,233.27214,-1.6277483,1041598741523490816,0.009307223,391.5907,130.8652,48.30827,46.62421,140.6294,96.90125,67.33327,13.7013,b'GALAXY',b'STARFORMING',15305-0127,0.25,0.27,0.84,2.28,0.9259259,0.32142857,0.36842105,-0.9965650182418531,-0.7377532604009541,-0.8689217553032732,-3.352726442807955,-0.076961055,
115.87659,22.930542,115.878426,22.930414,1043751862953601024,0.02423537,1555.527,249.5659,69.3046,223.0625,672.808,276.6778,232.5641,40.54025,b'GALAXY',b'STARBURST',07405+2303,0.25,0.31,1.04,1.78,0.8064516,0.29807693,0.58426964,-1.2812117265130503,-0.551773802670542,-1.116646524713148,-3.647274366196095,-0.21511137,
120.08744,26.613535,120.085846,26.614002,1046000089421604864,0.02673788,2085.451,389.5215,4072.924,821.8181,2478.793,761.4366,753.0288,356.5206,b'GALAXY',b'AGN',07572+2645,0.25,0.44,0.99,1.51,0.5681818,0.44444445,0.65562916,2.3471973852491166,0.459122494332355,-0.31992263341374394,-1.766348395600223,-0.5653138,Seyfert
120.65219,27.437501,120.652855,27.436348,1046099595223918592,0.01741033,1896.983,356.6906,109.6805,281.643,849.5004,182.3324,153.6497,34.13758,b'GALAXY',b'STARFORMING',07595+2734,0.3,0.36,0.95,3.13,0.8333333,0.37894738,0.3035144,-1.1792971453803547,-0.5170357498468541,-1.7309621236420922,-4.017621178115663,-0.18232158,
131.36404,34.417631,131.36427,34.419437,1051650206325565440,0.02543675,1726.579,454.9671,124.385,231.1299,697.1412,258.7695,196.5914,28.2432,b'GALAXY',b'STARBURST',08423+3436,0.25,0.28,0.73,1.72,0.89285713,0.38356164,0.4244186,-1.2968435143875767,-0.6205734493515223,-1.3328069817379737,-4.113044552442658,-0.113328695,
131.36417,34.419217,131.36427,34.419437,1362430466937874432,0.02559305,1279.437,256.8954,162.4037,284.3448,857.6494,223.3261,209.3249,51.96156,b'GALAXY',b'STARFORMING',08423+3436,0.25,0.28,0.73,1.72,0.89285713,0.38356164,0.4244186,-0.45858378743633027,-0.11364410501007517,-1.0842440180168416,-3.203671201957624,-0.113328695,
132.3183,36.119798,132.31808,36.119034,1052796996466796544,0.02521539,935.3582,199.2374,59.38914,156.4146,471.7825,184.8761,136.5724,46.54966,b'GALAXY',b'STARFORMING',08461+3618,0.32,0.31,0.88,2.28,1.032258,0.35227272,0.3859649,-1.210385697160857,-0.3980755867986066,-1.0680922133070505,-3.0004098578061016,0.031748667,
147.31197,44.131396,147.31442,44.13011,1059582358707005440,0.0151754,669.5685,149.7337,32.85554,74.21973,223.8638,104.7082,71.30193,15.31811,b'GALAXY',b'STARFORMING',09461+4421,0.33,0.25,1.76,3.32,1.32,0.14204545,0.5301205,-1.5167380069217669,-0.8092597258163984,-1.3360919248579521,-3.7775976865022,0.2776318,
147.18181,44.081429,147.17928,44.081306,1059584007974447104,0.01591011,190.0635,46.48433,56.01423,61.0764,184.2205,63.17759,44.20028,24.9558,b'GALAXY',b'AGN',09455+4418,0.25,0.25,1.56,4.77,1.0,0.16025642,0.32704404,0.18649049904589168,0.2551110867470557,-0.571004118149326,-2.030251966739302,0.0,
154.97886,45.549746,154.9762,45.54858,1062893261502310400,0.002226395,1425.708,209.43,51.05756,200.6053,605.072,253.0073,188.9002,25.836,b'GALAXY',b'STARFORMING',10168+4548,0.25,0.46,3.7,14.84,0.54347825,0.12432432,0.24932614,-1.4114359308962652,-0.5707405212950025,-1.1713232272645253,-4.010654943252616,-0.6097656,
154.7685,46.454421,154.7686,46.453743,1062987544624392192,0.0306285,5097.207,1337.411,1373.36,427.6942,1290.025,669.4214,502.4694,96.49791,b'GALAXY',b'STARBURST',10160+4642,0.39,0.29,1.7,3.81,1.3448275,0.17058824,0.44619423,0.026524636462607724,-1.0876953783219894,-1.470074229905619,-3.9669266715608575,0.29626578,
152.50347,54.672215,152.50151,54.671825,1064006792540874752,0.04609609,300.2426,59.58186,15.25527,36.86331,111.1883,53.94624,34.82023,10.03661,b'GALAXY',b'STARFORMING',10067+5455,0.25,0.28,0.4,1.27,0.89285713,0.7,0.31496063,-1.3624261482005062,-0.7070298853351829,-1.2185818259251993,-3.398351406683347,-0.113328695,
163.04866,58.438136,163.04637,58.438217,1068611268585220096,0.03158153,971.9901,190.2238,29.42038,115.9851,349.8378,82.24664,71.97944,16.93697,b'GALAXY',b'STARFORMING',10490+5842,0.25,0.25,0.91,1.55,1.0,0.2747253,0.58709675,-1.8665136422503048,-0.7355401002508055,-1.8409260413964874,-4.04984681258597,0.0,
165.34832,57.677672,165.35027,57.67786,1069672021606033408,0.009994886,219.0804,52.52405,12.71549,31.45046,94.86185,47.6438,34.34754,4.944598,b'GALAXY',b'STARFORMING',10583+5756,0.25,0.25,0.49,2.03,1.0,0.5102041,0.2413793,-1.4184502246497033,-0.5506812947740372,-0.9828251537998541,-3.7911431181973896,0.0,
170.57457,59.074515,170.57872,59.07406,1070871314249574400,0.005240938,2320.722,657.1082,577.459,456.6276,1377.294,964.494,717.3757,285.5011,b'GALAXY',b'STARFORMING',11194+5920,0.25,0.25,1.54,4.6,1.0,0.16233766,0.3347826,-0.12921124869604056,-0.23542171933100417,-0.32197225291077086,-2.095387741163776,0.0,
171.68461,59.155447,171.68172,59.15625,1070895778383292416,0.00400628,16702.97,3366.228,8335.525,891.4193,2688.727,1836.33,1453.839,339.1808,b'GALAXY',b'STARBURST',11238+5925,0.25,0.68,3.61,4.79,0.36764705,0.18836565,0.75365347,0.9067336719616478,-1.5401828824222543,-1.6246476166825057,-3.89680852836169,-1.0006319,
172.12829,58.561843,172.1315,58.56287,1071924646573533184,0.009989776,14658.14,3131.999,3576.736,1998.293,6027.313,2135.108,1833.654,594.2416,b'GALAXY',b'STARBURST',11257+5850,3.71,21.51,105.82,111.16,0.17247792,0.2032697,0.95196116,0.13277919384505243,-0.6023586323726922,-1.3065416052800822,-3.2054651208630354,-1.7574861,
176.02045,60.119787,176.02104,60.119415,1073092602833692672,0.008142721,423.9428,127.7487,505.7034,192.5553,580.7912,261.8318,227.2003,118.4062,b'GALAXY',b'BROADLINE',11413+6023,0.25,0.25,0.66,2.18,1.0,0.37878788,0.3027523,1.3758852785103106,0.6011286612383833,0.1428295910211736,-1.2754774545272147,0.0,Seyfert
179.04304,60.522543,179.03925,60.520638,1073141805979035648,0.03317633,221.362,53.27593,70.08497,67.44791,203.4385,43.26686,30.12412,27.56155,b'GALAXY',b'AGN',11535+6047,0.25,0.21,2.28,6.69,1.1904762,0.09210526,0.34080717,0.2742237286378127,0.20190021122585916,-1.1039983307081644,-2.0833776850009933,0.17435338,
181.89496,60.433966,181.89699,60.43401,1074247639698008064,0.04116846,726.0364,158.3141,39.21849,86.40594,260.6202,81.65368,59.72806,11.60538,b'GALAXY',b'STARFORMING',12050+6042,0.25,0.25,0.43,1.1,1.0,0.5813953,0.3909091,-1.3954327150416845,-0.7382000427872937,-1.6361365433848765,-4.136131367611999,0.0,
193.11544,60.066866,193.11052,60.066147,1077614893940631552,0.04403492,935.278,158.1736,45.68785,138.3293,417.2332,155.1039,111.2456,32.9101,b'GALAXY',b'STARFORMING',12503+6020,0.25,0.25,1.8,3.11,1.0,0.1388889,0.57877815,-1.2418607658181906,-0.5208626972973259,-1.256034455167183,-3.3470642097584933,0.0,
196.52977,59.217361,196.53026,59.21617,1078689117002295296,0.0320061,1566.464,341.1341,141.5172,176.0414,530.9815,284.9762,207.1016,43.38306,b'GALAXY',b'STARBURST',13040+5928,0.27,0.25,0.57,1.65,1.08,0.4385965,0.34545454,-0.8798543906445205,-0.7955130732060549,-1.1579392948876004,-3.5865070866299384,0.07696108,
201.62801,59.720489,201.62628,59.72114,1079859822024747008,0.02902423,3532.953,555.379,96.41261,548.1771,1653.429,425.4549,349.494,78.44222,b'GALAXY',b'STARBURST',13246+5958,0.25,0.33,1.16,2.05,0.75757575,0.28448275,0.56585366,-1.7510137613805339,-0.47294692568145646,-1.5170922524332153,-3.8075270413144047,-0.27763176,
156.70097,47.085501,156.70055,47.085655,1082120971109820416,0.0588346,121.4781,15.90787,5.766545,17.02621,51.35496,33.73698,28.13152,4.757521,b'GALAXY',b'STARFORMING',10237+4720,0.27,0.25,1.67,2.25,1.08,0.1497006,0.74222225,-1.0147408409759608,-0.5746365052896597,-0.6747228347549826,-3.2400072653591434,0.07696108,
162.03879,48.331512,162.03694,48.330517,1084350506282805248,0.04138428,914.7923,195.2395,99.83888,181.7134,548.0895,146.4151,105.0281,31.77597,b'GALAXY',b'STARFORMING',10451+4835,0.25,0.25,1.19,2.55,1.0,0.21008404,0.46666667,-0.6706693234555647,-0.22592254728696862,-1.2914799258702736,-3.359986701219288,0.0,
166.63055,48.651606,166.6277,48.651012,1085501145251604480,0.02448347,978.775,136.5732,39.47673,121.2827,365.8167,127.8558,93.44062,19.33875,b'GALAXY',b'STARFORMING',11036+4855,0.25,0.28,0.76,1.6,0.89285713,0.36842105,0.475,-1.24114935023603,-0.6978335807311485,-1.4867987199719228,-3.924190934711824,-0.113328695,
176.48587,50.199786,176.48315,50.199524,1088904133571799040,0.002484356,9116.758,2888.22,5155.159,417.2924,1258.65,1180.655,843.7419,142.8261,b'GALAXY',b'STARBURST',11432+5028,0.25,0.25,1.18,2.51,1.0,0.21186441,0.47011954,0.5793575654196366,-1.6937386245036858,-1.5048424293925415,-4.1562417310996125,0.0,Infrarroja
181.53584,49.583353,181.53448,49.58229,1091038282386532352,0.00380824,3721.682,633.9412,90.18441,444.8393,1341.738,509.8483,401.5146,57.58545,b'GALAXY',b'STARBURST',12036+4951,0.49,0.8,8.58,20.97,0.6125,0.09324009,0.40915594,-1.950099631663822,-0.7338740501265275,-1.4069898242195513,-4.168661063990202,-0.49020633,
181.33999,50.353477,181.34001,50.355053,1091133665020241920,0.002635021,601.6012,139.8723,49.80399,59.84241,180.4985,95.78484,66.14462,9.277449,b'GALAXY',b'STARBURST',12028+5037,0.32,0.59,5.51,14.74,0.5423729,0.10707804,0.37381276,-1.0326347621936627,-0.9175363935357682,-1.3124339590089578,-4.172008150547559,-0.61180156,
184.80095,49.354648,184.80095,49.35364,1092150987667302400,0.01216683,419.9263,107.2062,20.07135,41.25282,124.428,69.78844,46.30797,8.181545,b'GALAXY',b'STARFORMING',12167+4937,0.25,0.25,0.48,1.55,1.0,0.5208333,0.30967742,-1.6754606576650928,-0.9300160533142539,-1.285658253082721,-3.9381982116036056,0.0,
255.13454,32.671757,255.13568,32.669735,1095546004914071552,0.03244718,827.0392,197.8798,117.0965,99.49629,300.1038,134.0394,94.45859,22.55842,b'GALAXY',b'STARBURST',16586+3244,0.25,0.25,1.03,1.93,1.0,0.24271844,0.53367877,-0.5246613944722207,-0.7273878221425751,-1.2863246803455093,-3.6017437054259056,0.0,
257.40173,34.110772,257.40378,34.110455,1096643317535369216,0.03539795,1881.544,395.8347,71.33271,317.0552,956.3116,229.7666,231.9034,25.13349,b'GALAXY',b'STARFORMING',17077+3410,0.4,0.25,0.62,1.27,1.6,0.4032258,0.48818898,-1.7136417118684997,-0.39042830004701207,-1.4049976452127817,-4.315646775608528,0.47000363,
258.05686,30.167842,258.05533,30.167646,1097766468394706944,0.03056578,1052.19,243.7019,32.6563,110.5433,333.4241,111.2723,87.30704,10.52727,b'GALAXY',b'STARFORMING',17102+3013,0.25,0.25,0.51,1.51,1.0,0.49019608,0.33774835,-2.009907964373348,-0.8628778490417772,-1.6674402673525646,-4.604659952081814,0.0,
256.03635,31.483965,256.039,31.48424,1097850031278417920,0.0330323,2346.399,509.4978,156.1842,464.1482,1399.978,440.6562,368.1959,94.40511,b'GALAXY',b'STARFORMING',17022+3133,0.27,0.25,0.63,1.09,1.08,0.3968254,0.57798165,-1.182389454774092,-0.2300893946619622,-1.0650210094273567,-3.2130418884360186,0.07696108,
257.32105,31.616488,257.32062,31.616129,1097903357592365056,0.03053453,614.3542,164.2622,80.29046,52.51496,158.3972,145.5193,99.85043,22.99568,b'GALAXY',b'STARFORMING',17073+3140,0.27,0.25,0.63,1.21,1.08,0.3968254,0.5206612,-0.7158131222113454,-1.0691298913038192,-0.9178054597486992,-3.285265262583402,0.07696108,
259.61439,28.155998,259.6121,28.156414,1100008097709058048,0.0415268,2143.628,444.8469,84.22852,251.5143,758.6251,294.4753,215.7015,45.59621,b'GALAXY',b'STARBURST',17164+2812,0.25,0.25,0.37,1.48,1.0,0.6756757,0.25,-1.6641965967891996,-0.7524113795604161,-1.435497667363812,-3.850430400642755,0.0,
258.93508,29.4043,258.93674,29.40377,1100154057877645312,0.02899181,651.5439,77.87254,49.14193,180.1419,543.3494,111.1384,86.03465,41.2121,b'GALAXY',b'STARFORMING',17138+2927,0.25,0.25,1.41,2.88,1.0,0.17730497,0.48958334,-0.4603607456625546,0.10474374386301433,-1.1952630077139115,-2.7606128746995617,0.0,
259.0497,31.793477,259.04883,31.791569,1101273361067042816,0.02332569,1290.945,400.3074,1090.246,49.62303,149.6745,156.3036,111.9757,22.76481,b'GALAXY',b'STARBURST',17143+3150,0.35,0.25,0.62,1.73,1.4,0.4032258,0.3583815,1.0019258858698021,-1.8683309535403756,-1.5711011852916286,-4.037913864698989,0.3364722,
313.83026,0.54059788,313.8292,0.53917056,1107984505349629952,0.02318151,688.7424,147.2133,25.96646,76.31396,230.1805,77.36263,60.31605,14.76756,b'GALAXY',b'STARFORMING',20527+0020,0.25,0.25,0.62,1.5,1.0,0.4032258,0.41333333,-1.7350768502188094,-0.8096676457513576,-1.6099447615153186,-3.842434442756356,0.0,
316.18701,-0.21584515,316.18597,-0.21547033,1109077144845182976,0.04765929,1396.682,274.8831,49.06532,152.8451,461.0162,152.2458,107.7089,33.41384,b'GALAXY',b'STARFORMING',21021-0024,0.25,0.25,0.78,2.13,1.0,0.32051283,0.36619717,-1.7231934447828734,-0.8220856958447179,-1.6813473176417435,-3.7328845172960174,0.0,
322.74944,-0.00058956628,322.7515,-0.0012798314,1112416363151910912,0.03013524,1033.508,248.1052,35.48869,101.8506,307.205,155.0512,97.06362,22.97341,b'GALAXY',b'STARFORMING',21284-0013,0.25,0.25,0.47,1.37,1.0,0.5319149,0.34306568,-1.944638795597716,-0.9268630316549389,-1.4108295011168626,-3.8063766595902453,0.0,
