ra_sdss,dec_sdss,ra_iras,dec_iras,specobjid,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6548_flux,nii_6584_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,class,subclass,galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,Ejey_OHb,Ejex_NH,Ejex_SH,Ejex_OH,Log_12_25,EtiqRef
172.26598,9.1120406,172.26491,9.111027,1377024560993429504,0.02081054,1398.486,205.4039,69.0748,202.9875,612.2572,199.9214,145.4021,45.64156,b'GALAXY',b'STARFORMING',11264+0923,0.28,0.48,3.74,7.11,0.5833333,0.12834224,0.5260197,-1.089788309254231,-0.5396571882911231,-1.3986638430237033,-3.422326796913013,-0.5389965,Infrarroja
178.44319,10.403152,178.44318,10.403153,1380528978640529408,0.02169166,704.68,150.4797,47.97158,117.3013,353.8078,107.5117,94.7578,24.87708,b'GALAXY',b'STARFORMING',11512+1040,0.25,0.51,0.61,1.54,0.49019608,0.8360656,0.3961039,-1.1432194391463704,-0.4026540970461915,-1.2481428324404324,-3.3437969014196285,-0.7129498,
183.87712,9.5848939,183.87643,9.584649,1384920976797493248,0.002057852,1006.213,193.234,69.08131,115.1076,347.1909,230.5646,147.6968,33.39906,b'GALAXY',b'STARFORMING',12129+0951,0.54,0.35,3.03,7.46,1.5428572,0.11551155,0.40616623,-1.0286176731127736,-0.7777382715278155,-0.9783635668590052,-3.40542130199636,0.433636,
185.676,9.3324635,185.67424,9.332828,1386048801738876928,0.004175507,244.7725,47.05955,19.34014,42.67058,128.7043,70.00909,46.1535,5.253314,b'GALAXY',b'STARFORMING',12201+0936,0.3,0.37,1.63,5.7,0.8108108,0.22699386,0.2859649,-0.8892310921104628,-0.3564757700632204,-0.7453383600667641,-3.8414700921748297,-0.20972054,
187.36677,8.7499412,187.36656,8.75066,1387165355897546752,0.001962034,620.7991,116.7434,85.18215,106.0044,319.7338,155.196,104.3702,15.52253,b'GALAXY',b'STARFORMING',12269+0901,0.25,0.32,1.16,3.05,0.78125,0.27586207,0.38032788,-0.3151864590584659,-0.37718291576263685,-0.8719957430807175,-3.6887150021922768,-0.24686007,
188.68145,9.0046937,188.68205,9.00624,1388303350482626560,0.04295157,3340.288,698.6139,236.2374,510.7652,1540.586,436.1513,328.6767,79.4936,b'GALAXY',b'STARBURST',12321+0916,0.28,0.29,0.83,1.56,0.9655172,0.3493976,0.53205127,-1.0842609974932746,-0.4875583328400723,-1.4741613378525846,-3.738135794523195,-0.03509134,
188.41545,9.174999,188.41798,9.173835,1388316819500066816,0.007724506,797.9147,133.7833,30.48754,85.86763,258.9966,146.4441,104.5783,18.04213,b'GALAXY',b'STARFORMING',12311+0926,0.25,0.32,1.31,4.05,0.78125,0.24427481,0.3234568,-1.478903251196059,-0.8388508961620796,-1.1564595213281004,-3.7892921208877626,-0.24686007,
146.32097,7.4061208,146.3224,7.405058,1389403136820537344,0.04631631,442.8329,79.53058,26.6046,51.9365,156.6525,77.24089,59.71354,13.47738,b'GALAXY',b'STARFORMING',09426+0738,0.25,0.31,0.91,2.15,0.8064516,0.34065935,0.4232558,-1.0950574686205097,-0.7528266893101782,-1.1735442552260236,-3.492179773408434,-0.21511137,
144.74662,6.9554411,144.74652,6.9555373,1389446567529834496,0.01661246,2253.811,479.3828,87.30182,269.7538,813.6398,247.2065,188.3064,41.25114,b'GALAXY',b'STARFORMING',09363+0710,0.25,0.25,1.28,3.46,1.0,0.1953125,0.3699422,-1.703128132895564,-0.7325242242747882,-1.6438534231733546,-4.00069909138991,0.0,
148.29325,7.8736018,148.29259,7.872342,1390532335430035456,0.04069712,4296.732,930.1657,858.9909,421.1156,1270.182,589.6022,462.5063,79.46184,b'GALAXY',b'STARBURST',09505+0806,0.25,0.28,0.75,1.49,0.89285713,0.37333333,0.5033557,-0.07960441410503799,-0.9323586887830396,-1.4070584878737031,-3.990333106311836,-0.113328695,
152.18756,9.4604725,152.1857,9.461752,1392826466911152128,0.02629538,678.7938,104.4003,40.8627,106.7365,321.942,100.7776,83.82167,23.68653,b'GALAXY',b'STARFORMING',10060+0942,0.25,0.37,0.7,1.86,0.6756757,0.5285714,0.37634408,-0.9380148825061384,-0.4596101788277733,-1.302130031988165,-3.3554108674167873,-0.39204207,
57.919031,-0.50971662,57.918217,-0.50831616,1398397144905312256,0.03045786,4449.25,938.4899,166.2609,749.4022,2260.37,528.043,484.1906,51.97976,b'GALAXY',b'STARBURST',03491-0039,0.25,0.25,1.04,2.14,1.0,0.24038461,0.48598132,-1.7307138528181132,-0.39087114781425275,-1.480576168380313,-4.449636409587856,0.0,
57.28304,1.1620583,57.28337,1.1629019,1398477959009953792,0.013555,3184.029,1060.369,2644.253,102.6418,309.5912,337.7464,237.433,44.38232,b'GALAXY',b'STARBURST',03465+0100,0.25,0.25,0.72,1.34,1.0,0.3472222,0.53731346,0.9137716450084067,-2.0443139314869634,-1.7112206628275248,-4.273061463024971,0.0,
57.283871,1.164414,57.28337,1.1629019,1721617005196371968,0.0137097,1002.599,333.1768,815.5405,34.18791,103.1186,153.16,105.1047,27.03304,b'GALAXY',b'STARBURST',03465+0100,0.25,0.25,0.72,1.34,1.0,0.3472222,0.53731346,0.8951778035940658,-1.98813518135129,-1.3563658794547784,-3.6132910858292555,0.0,
121.86495,25.134027,121.86565,25.133205,1424383824061556736,0.02068514,1021.516,226.6188,43.49599,128.7551,388.355,116.0316,99.74512,18.04296,b'GALAXY',b'STARFORMING',08044+2516,0.25,0.25,1.02,2.64,1.0,0.24509804,0.38636363,-1.650600560793169,-0.6807872661584988,-1.554798908035026,-4.03628749637787,0.0,
124.07054,25.974425,124.07338,25.973896,1425427535541331968,0.04185944,6955.538,1571.916,564.7359,1373.312,4142.227,796.0483,803.3429,87.30609,b'GALAXY',b'STARBURST',08132+2607,0.29,0.41,1.2,1.22,0.70731705,0.34166667,0.9836066,-1.0236923482099733,-0.2319687954209082,-1.4699151199677445,-4.377873235924473,-0.34627625,
122.8062,25.206872,122.80779,25.204876,1425475364297140224,0.01360745,3302.282,613.1268,79.88422,415.7186,1253.903,371.0227,302.987,45.80986,b'GALAXY',b'STARBURST',08082+2521,0.25,0.46,2.14,5.97,0.54347825,0.21495327,0.35845897,-2.03799342969907,-0.6820167307098732,-1.5891245211195109,-4.27786967182696,-0.6097656,
137.39046,33.123529,137.39117,33.122787,1432165622371870720,0.006451588,412.1797,68.04294,25.8325,52.57032,158.5642,89.36656,63.37342,15.25678,b'GALAXY',b'STARFORMING',09065+3319,0.25,0.26,1.67,5.42,0.96153843,0.15568863,0.30811808,-0.9685055873643115,-0.6689639534241058,-0.9927224207869847,-3.296435424889314,-0.039220743,
141.53456,34.895392,141.53787,34.894875,1434408626193197056,0.01638531,5893.5,1681.112,1805.494,407.8683,1230.225,879.3143,629.7889,108.151,b'GALAXY',b'STARBURST',09231+3506,0.25,0.25,1.04,1.55,1.0,0.24038461,0.67096776,0.07137875933594733,-1.280317105168792,-1.3623344815752139,-3.998076928893291,0.0,
140.21966,35.368282,140.22021,35.367844,1434469923966445568,0.02494752,106.6423,27.02556,39.52588,29.7604,89.76423,22.55009,14.76665,10.11991,b'GALAXY',b'BROADLINE',09178+3534,0.25,0.26,0.62,2.06,0.96153843,0.41935483,0.30097088,0.3801725623726147,0.11404221539083574,-1.0500382239921002,-2.354975472990701,-0.039220743,
204.57198,48.275626,204.57031,48.277752,1445751458677942272,0.02778351,7160.921,1406.064,4901.814,1247.187,3761.805,1353.49,1211.501,336.5743,b'GALAXY',b'AGN',13362+4831,0.48,1.02,7.29,12.25,0.47058824,0.1399177,0.595102,1.2488110291336705,-0.3574039067361464,-1.0266836341405288,-3.0575749558783736,-0.7537718,Seyfert
216.86826,46.146529,216.86714,46.1461,1449194579206105088,0.007743594,1189.394,291.3789,74.36198,149.659,451.4059,173.1716,127.1316,23.9325,b'GALAXY',b'STARFORMING',14255+4622,0.27,0.33,2.67,7.84,0.8181818,0.123595506,0.3405612,-1.36567969236205,-0.6824962973055704,-1.3764065817563211,-3.9059618448611158,-0.2006707,
220.38343,44.51276,220.384,44.51255,1451401848899528704,0.01090551,537.0782,131.659,23.36999,50.96257,153.7149,77.17852,52.61711,3.668253,b'GALAXY',b'STARFORMING',14396+4443,0.25,0.25,0.78,2.43,1.0,0.32051283,0.32098764,-1.7287625260379447,-0.9647082846406304,-1.4201825712199097,-4.9864281808091,0.0,
223.39736,42.447215,223.40051,42.446175,1452462877620332544,0.02709179,325.4926,61.40437,20.83106,46.61077,140.5889,57.79441,37.44127,9.021,b'GALAXY',b'STARFORMING',14517+4238,0.25,0.25,0.41,1.06,1.0,0.6097561,0.38679245,-1.0810358631386554,-0.5531639259137794,-1.2289850656381154,-3.5857845344607027,0.0,
226.64007,42.640362,226.63985,42.640335,1453680586815203328,0.01828195,5976.517,1331.098,235.2118,756.3461,2281.314,792.8601,612.4533,68.43683,b'GALAXY',b'STARBURST',15047+4249,0.25,0.21,1.81,3.17,1.1904762,0.1160221,0.5709779,-1.733273059701106,-0.676750441709455,-1.447577618396408,-4.46968210577962,0.17435338,
226.64084,42.6428,226.63985,42.640335,1888204015578146816,0.01820339,1502.692,451.3617,308.6191,191.1386,576.5182,243.6278,189.4432,29.13991,b'GALAXY',b'STARFORMING',15047+4249,0.25,0.21,1.81,3.17,1.1904762,0.1160221,0.5709779,-0.38016118321031606,-0.6716706869976447,-1.2441117584200492,-3.94290473304273,0.17435338,
228.31484,40.518739,228.31395,40.5199,1454724573072222208,0.03175778,2223.457,378.9283,94.84338,279.6895,843.6082,240.3514,186.2706,53.62826,b'GALAXY',b'STARFORMING',15114+4042,0.25,0.11,1.22,3.2,2.2727273,0.09016393,0.38125,-1.385120105594146,-0.6827944577766837,-1.6509200956181742,-3.7247423029424267,0.82098055,
232.32002,39.626194,232.31792,39.62649,1455939533907453952,0.02289863,1260.442,326.5108,90.38094,145.9853,440.3255,189.2081,135.3376,15.6325,b'GALAXY',b'STARBURST',15274+3947,0.25,0.25,0.62,1.92,1.0,0.4032258,0.32291666,-1.2844296218103501,-0.7653677076783114,-1.3567913738050605,-4.389865651623294,0.0,
234.66042,36.958355,234.66321,36.957817,1456925795636242432,0.01859305,3193.848,760.5303,434.2856,705.4393,2127.768,721.3414,550.7318,145.1681,b'GALAXY',b'STARFORMING',15367+3707,0.25,0.25,0.72,1.56,1.0,0.3472222,0.46153846,-0.5603135709277162,-0.11981706794476076,-0.9205784489986446,-3.091089357128664,0.0,
233.97426,38.673768,233.97554,38.673744,1457061860200179712,0.01848154,2951.022,754.4079,360.2477,297.3133,896.7654,548.0019,407.4538,66.38268,b'GALAXY',b'STARBURST',15340+3850,0.25,0.3,2.31,4.3,0.8333333,0.12987013,0.53720933,-0.7391413527586037,-0.9047766253369061,-1.1277184305702421,-3.794470650931772,-0.18232158,
142.51777,8.7828781,142.5173,8.7820215,1467108102926002176,0.02117651,3021.58,654.1502,175.2885,572.1082,1725.61,530.4561,480.927,76.6343,b'GALAXY',b'STARFORMING',09273+0900,0.25,0.34,0.6,1.33,0.7352941,0.56666666,0.45112783,-1.3169038007472593,-0.2738633298498157,-1.094461073371836,-3.674490395164999,-0.30748472,
147.17049,9.0087909,147.16965,9.009176,1469302723219318784,0.02984531,2966.64,401.7101,94.06925,507.1152,1529.576,334.635,298.6347,45.42703,b'GALAXY',b'STARFORMING',09460+0914,0.25,0.25,1.4,2.59,1.0,0.17857143,0.5405405,-1.451699471024947,-0.37610346899618247,-1.5442888804932844,-4.179077975916087,0.0,
146.30999,9.1103498,146.30882,9.11177,1469324713451874304,0.01826882,312.419,74.99837,95.14469,67.98591,205.0612,41.25207,38.40029,17.03412,b'GALAXY',b'STARFORMING',09425+0920,0.25,0.31,0.59,1.82,0.8064516,0.5254237,0.32417583,0.23793240559698178,-0.13470089117827833,-1.3666735700315917,-2.909126844150194,-0.21511137,
145.84007,10.083841,145.83855,10.084451,1469417622184421376,0.05513237,2969.459,479.2045,342.1844,444.0341,1339.309,505.8956,383.7511,117.8568,b'GALAXY',b'STARBURST',09406+1018,0.25,0.28,2.49,3.64,0.89285713,0.1124498,0.68406594,-0.3367776643650794,-0.5098900324799149,-1.2053106427003006,-3.226664732138148,-0.113328695,
147.4649,10.431989,147.4629,10.432853,1469467375085578240,0.02948155,4055.389,636.8727,138.3631,591.7191,1784.761,633.3271,499.559,88.24519,b'GALAXY',b'STARBURST',09471+1039,0.25,0.28,1.59,2.16,0.89285713,0.17610063,0.7361111,-1.5266884034493295,-0.5344261705376162,-1.2752781664908286,-3.8276827028191756,-0.113328695,
148.70652,9.2710945,148.70682,9.271286,1470426702990567424,0.004862683,24878.14,6676.039,2177.013,3165.494,9547.86,2679.431,2444.94,152.1112,b'GALAXY',b'STARBURST',09521+0930,0.25,0.47,2.71,4.34,0.5319149,0.17343174,0.624424,-1.1205710938489533,-0.6713365691411795,-1.5799817204489508,-5.09713295289588,-0.6312718,
147.40414,9.0052061,147.4024,9.005782,1470492398810327040,0.01737029,2002.088,403.3797,122.8578,247.253,745.7722,360.33,249.8226,53.34998,b'GALAXY',b'STARFORMING',09469+0914,0.25,0.3,1.45,3.23,0.8333333,0.20689656,0.4489164,-1.1888507129779762,-0.701189873586413,-1.1882368251370796,-3.6250723120882404,-0.18232158,
171.88274,56.877023,171.88211,56.877213,1473923695796840448,0.005701239,1039.214,175.0838,57.58485,140.5353,423.887,193.8391,117.7035,33.36673,b'GALAXY',b'STARFORMING',11247+5709,1.01,1.45,14.04,29.54,0.69655174,0.10327635,0.47528774,-1.1120052041784114,-0.6104172069838698,-1.2046838506656727,-3.438660641413945,-0.3616132,
173.85332,57.649954,173.85182,57.649017,1475053998296819712,0.02870126,1163.908,185.35,41.45248,140.9841,425.2407,111.2581,87.86957,28.24958,b'GALAXY',b'STARFORMING',11326+5755,0.25,0.27,1.39,4.08,0.9259259,0.19424461,0.34068626,-1.4976982186834138,-0.7205474148713605,-1.7655924105638268,-3.7184599971417502,-0.076961055,
173.84913,57.64983,173.85182,57.649017,1476163675910858752,0.02830001,518.3075,105.3617,14.32813,57.6744,173.9593,81.75949,56.27428,8.853275,b'GALAXY',b'STARBURST',11326+5755,0.25,0.27,1.39,4.08,0.9259259,0.19424461,0.34068626,-1.995174454599767,-0.805411450862417,-1.3230703301094249,-4.0697812484119185,-0.076961055,Infrarroja
176.91498,57.649035,176.9124,57.647175,1477299471690786816,0.03099915,3204.43,728.2637,486.55,333.7676,1006.72,537.1837,417.4579,70.21325,b'GALAXY',b'STARBURST',11449+5755,0.25,0.25,1.77,3.42,1.0,0.14124294,0.51754385,-0.40332353661567616,-0.8715007990707291,-1.210953524339747,-3.8207524667640684,0.0,
176.91419,57.645337,176.9124,57.647175,1478400632736999424,0.03084937,1258.663,311.6775,56.40459,156.0931,470.8127,143.9481,99.0024,30.10086,b'GALAXY',b'STARFORMING',11449+5755,0.25,0.25,1.77,3.42,1.0,0.14124294,0.51754385,-1.709418461203452,-0.6970090353460185,-1.6449476065710178,-3.733251582682199,0.0,
178.74464,58.493637,178.74117,58.494007,1477328333871015936,0.01062882,1422.947,338.1177,44.82673,153.4131,462.7293,157.0135,126.1679,16.71114,b'GALAXY',b'STARFORMING',11523+5846,0.25,0.28,1.72,6.3,0.89285713,0.1627907,0.2730159,-2.020589446438141,-0.8370072464904388,-1.6143976704431593,-4.4444097892383,-0.113328695,
181.76216,58.828795,181.76599,58.82899,1479554849430333440,0.03117897,1046.643,191.3841,216.469,183.2116,552.6085,219.1369,162.4997,70.74045,b'GALAXY',b'STARFORMING',12045+5906,0.37,0.59,0.77,1.48,0.62711865,0.76623374,0.5202703,0.12316494665546086,-0.3523575190102499,-1.0088743315890183,-2.694325633433322,-0.46661952,
182.8894,57.73749,182.88736,57.737797,1479582612098934784,0.01625144,169.6236,42.33076,116.8366,114.5605,345.5409,113.5649,90.45927,50.85853,b'GALAXY',b'BROADLINE',12090+5800,0.25,0.25,0.62,2.18,1.0,0.4032258,0.28440368,1.0152623689314435,0.997865035352968,0.18465660259752137,-1.2045340079149522,0.0,LINER
185.19804,58.092501,185.1981,58.09131,1481775583678457856,0.01006757,6159.112,1094.544,167.416,910.3126,2745.713,742.6201,639.5767,106.3787,b'GALAXY',b'STARFORMING',12183+5822,0.25,0.52,3.9,8.46,0.48076922,0.13333334,0.4609929,-1.8776113842215356,-0.521555955554248,-1.4942584937871046,-4.0586825213946245,-0.73236793,
191.13538,56.150184,191.1346,56.150272,1482870421962385408,0.01583058,382.5196,78.87497,30.85766,55.08292,166.1428,96.7188,61.09683,13.19316,b'GALAXY',b'STARFORMING',12422+5625,0.26,0.3,0.53,1.35,0.8666667,0.5660377,0.39259258,-0.9384789227649759,-0.5475963560306805,-0.8853524408474774,-3.3670813803122908,-0.14310083,Infrarroja
200.22635,57.638991,200.22316,57.63871,1486288528634570752,0.006915827,438.9595,154.3801,301.9936,16.04995,48.41036,66.78638,44.19632,12.30807,b'GALAXY',b'STARBURST',13189+5754,0.25,0.27,1.01,1.94,0.9259259,0.26732674,0.52061856,0.6709880818235373,-1.918357468134403,-1.3750328203844284,-3.5741520088926824,-0.076961055,
205.4135,55.670562,205.41434,55.672302,1487354505241585664,0.02538569,316.6779,70.11634,103.4525,77.04418,232.383,114.8886,91.50934,39.37112,b'GALAXY',b'STARFORMING',13397+5555,0.29,0.28,1.51,4.39,1.0357143,0.18543047,0.34396356,0.38895670770771107,-0.02316238725423535,-0.4280791160440652,-2.0848526163736074,0.035091303,
208.6215,54.330661,208.62169,54.32989,1489621149015894016,0.01533076,2021.783,369.9953,156.7305,465.1816,1403.095,423.9977,396.0607,92.10542,b'GALAXY',b'STARFORMING',13526+5434,0.25,0.15,1.32,2.74,1.6666666,0.11363637,0.48175183,-0.8589625329942927,-0.07896339370337942,-0.9023595171011061,-3.088801283728799,0.5108256,
209.88824,56.041314,209.88725,56.040676,1489719830184486912,0.03403224,3058.071,735.9585,86.24501,636.1018,1918.63,326.6672,363.7796,31.30383,b'GALAXY',b'STARBURST',13578+5616,0.25,0.28,0.83,1.45,0.89285713,0.33734939,0.5724138,-2.143981532104232,-0.1798370775266753,-1.48820067974682,-4.581799149731414,-0.113328695,
211.1193,54.397997,211.1185,54.396744,1490755849897928704,0.0009699143,17817.45,5249.984,23705.45,379.4692,1144.567,955.8202,735.2114,280.7714,b'GALAXY',b'STARBURST',14027+5438,0.25,0.25,1.81,2.54,1.0,0.13812155,0.71259844,1.5074799505309084,-2.458816103896931,-2.354839557250924,-4.150392778029706,0.0,Seyfert
211.85402,55.103067,211.8546,55.101944,1490826493520013312,0.004562534,181.7582,18.82002,32.28822,14.31187,43.16789,40.08047,29.70799,0.5042762,b'GALAXY',b'STARFORMING',14056+5520,0.42,0.25,0.55,2.0,1.68,0.45454547,0.275,0.5397812609689683,-1.151244346477973,-0.9572085657277334,-5.887308377458349,0.51879376,
212.87125,55.121835,212.87007,55.124023,1490854531066521600,0.04068021,164.9753,33.47668,21.27573,29.45916,88.85563,24.6095,18.51313,4.11296,b'GALAXY',b'STARFORMING',14097+5521,0.25,0.25,0.31,1.15,1.0,0.8064516,0.26956522,-0.453282090580205,-0.33244698142261,-1.3417478484055543,-3.691652801785544,0.0,
221.43798,51.580815,221.43727,51.57959,1494074170839951360,0.02962679,3323.41,390.3328,186.4578,880.6754,2656.32,562.5973,562.5555,131.1815,b'GALAXY',b'STARFORMING',14441+5147,0.25,0.47,3.13,4.07,0.5319149,0.15015975,0.7690418,-0.7387947685534064,0.06228624543814959,-1.0830725155915673,-3.232164782759174,-0.6312718,
223.37479,52.073925,223.37123,52.074257,1495350154167871488,0.007916559,452.0646,143.1452,113.0459,34.5114,104.0944,77.47819,55.39627,8.786116,b'GALAXY',b'STARBURST',14519+5216,0.25,0.25,0.38,1.41,1.0,0.65789473,0.26950353,-0.23606556879314763,-1.1821911570519859,-1.2244203172901151,-3.940652341684969,0.0,
224.89804,49.327475,224.89752,49.327423,1496391116482701312,0.02674924,2029.53,500.5946,186.2183,195.9796,591.1196,341.3798,258.8206,32.90189,b'GALAXY',b'STARBURST',14579+4931,0.28,0.25,0.34,0.75,1.12,0.7352941,0.45333335,-0.9888769504524649,-0.9472052293770908,-1.2182959186851385,-4.122029415205869,0.11332869,
233.31935,45.698545,233.3161,45.69849,1499746001571833856,0.02937204,324.6069,66.97017,24.42562,39.63413,119.5457,38.42809,26.53506,5.015407,b'GALAXY',b'STARFORMING',15316+4551,0.25,0.52,0.25,0.95,0.48076922,2.08,0.2631579,-1.0086147149340616,-0.7125803423824042,-1.6087947257291098,-4.170100337134879,-0.73236793,
235.8521,44.121816,235.85019,44.121544,1500875474908243968,0.03637493,2496.141,429.9576,57.60464,313.617,945.9413,311.4933,249.7099,39.46733,b'GALAXY',b'STARBURST',15417+4416,0.25,0.25,0.74,1.53,1.0,0.33783785,0.48366013,-2.0100834791617106,-0.6839848353474063,-1.4924181679993636,-4.147027977205427,0.0,Infrarroja
235.94223,43.767202,235.94186,43.76607,1500879872954755072,0.0367553,1128.255,276.1554,88.12309,109.4799,330.2166,214.4445,149.5967,28.19252,b'GALAXY',b'STARBURST',15420+4355,0.33,0.25,0.52,1.69,1.32,0.48076922,0.30769232,-1.1422291636072166,-0.9423427541568393,-1.131160422294431,-3.68937077580663,0.2776318,
240.67739,41.197268,240.67949,41.195866,1503206990019586048,0.03334327,1461.897,268.1972,45.53053,157.5094,475.0848,184.2211,137.8704,29.83299,b'GALAXY',b'STARFORMING',16010+4119,0.25,0.31,1.46,3.45,0.8064516,0.21232876,0.42318842,-1.7733394408674943,-0.8376610440729063,-1.5126545197226542,-3.8918753582249264,-0.21511137,
241.44123,41.344746,241.43973,41.34354,1503219359525398528,0.006642068,14603.09,4171.77,14803.74,431.7003,1302.108,1422.135,1040.037,325.7879,b'GALAXY',b'STARBURST',16040+4128,0.27,0.27,1.46,1.86,1.0,0.1849315,0.78494626,1.2665394453643033,-2.1309128315428816,-1.7801892629335838,-3.8027418730096794,0.0,Seyfert
248.86709,35.837006,248.86777,35.836697,1506464567104923648,0.03414058,1539.405,335.2057,58.75731,239.6139,722.7308,170.9426,144.4888,29.67276,b'GALAXY',b'STARFORMING',16336+3556,0.25,0.25,0.86,1.71,1.0,0.29069766,0.50292397,-1.7413288024206495,-0.4697785546194785,-1.5852100314208808,-3.9489218038815013,0.0,
252.27195,29.758782,252.26993,29.758835,1510988508167170048,0.03205301,3950.946,917.2391,535.1634,546.0891,1647.131,540.9874,430.0586,95.12,b'GALAXY',b'STARBURST',16471+2950,0.25,0.25,0.8,1.61,1.0,0.3125,0.49689442,-0.5387960589924335,-0.5885842147132619,-1.403336481881402,-3.726571070509496,0.0,
202.9835,44.140504,202.98007,44.1402,1513328543772207104,0.03353007,883.2213,161.6935,50.83052,120.9104,364.6937,159.2956,113.3953,34.0283,b'GALAXY',b'STARFORMING',13297+4423,0.8,0.28,0.64,1.6,2.857143,0.4375,0.4,-1.157205606292252,-0.5981821092071081,-1.1752368727887657,-3.2563832607361207,1.0498221,
205.12426,42.99269,205.12527,42.99163,1514420359187687424,0.009568594,646.0253,140.086,79.52433,69.22459,208.7973,114.4034,86.25523,13.70535,b'GALAXY',b'STARFORMING',13383+4314,0.73,0.25,0.47,1.21,2.92,0.5319149,0.38842976,-0.5661935071512116,-0.8431388155044756,-1.169233561097588,-3.8530523995489676,1.0715836,
209.26863,41.846614,209.27095,41.845486,1515522894606657536,0.007269369,6591.816,1368.971,90.42172,582.1101,1755.779,590.0809,447.4511,40.1003,b'GALAXY',b'STARBURST',13550+4205,0.34,0.64,5.29,13.07,0.53125,0.12098299,0.4047437,-2.7173301376928443,-1.0365804513754044,-1.8489840635756836,-5.1022003429970875,-0.6325226,
216.90254,41.257758,216.90518,41.256447,1517873654862473216,0.008917524,1044.081,291.1797,243.3848,78.87211,237.8965,232.6395,169.9038,38.27803,b'GALAXY',b'STARFORMING',14256+4128,0.25,0.25,1.44,3.36,1.0,0.1736111,0.42857143,-0.17929687239488515,-1.192720781204718,-0.9530896829275162,-3.306016249284245,0.0,
219.56785,40.45674,219.56723,40.454967,1519011094826346496,0.009041431,601.4227,167.0631,50.76132,67.83943,204.6194,121.0014,92.57027,15.73145,b'GALAXY',b'STARFORMING',14363+4040,0.25,0.25,0.92,3.07,1.0,0.27173913,0.29967427,-1.1912369381267442,-0.7918104949827811,-1.0353255478995347,-3.643636121734605,0.0,
222.22451,38.768256,222.22649,38.76616,1519986086577727488,0.03166167,308.279,46.16368,37.90081,84.39167,254.5448,74.33437,52.5019,27.2824,b'GALAXY',b'STARFORMING',14469+3858,0.25,0.25,0.66,1.62,1.0,0.37878788,0.4074074,-0.19722085783413348,0.094807468588111,-0.8881081749895382,-2.424763411455056,0.0,
220.38735,38.851374,220.38605,38.85139,1520026218752141312,0.01557657,1200.24,234.008,67.53777,189.1417,570.4949,142.1011,113.7072,20.20941,b'GALAXY',b'STARFORMING',14395+3903,0.25,0.25,0.98,3.1,1.0,0.25510204,0.31612903,-1.2426683058662873,-0.4574366547470583,-1.5458484799360215,-4.084128478257946,0.0,
223.85289,37.422503,223.85245,37.422073,1521142772877256704,0.03009013,82.74051,13.3899,18.51166,22.6436,68.29834,30.77242,17.76067,6.054063,b'GALAXY',b'STARFORMING',14534+3737,0.25,0.25,0.64,2.02,1.0,0.390625,0.31683168,0.32390011240236133,0.09451195601504729,-0.5334634915554999,-2.6149797080128483,0.0,
155.90245,42.346583,155.90118,42.348057,1530213197607364608,0.04537987,1052.892,193.4459,83.03432,184.4364,556.3029,170.2991,143.0975,33.33672,b'GALAXY',b'STARFORMING',10206+4236,0.33,0.25,0.94,1.58,1.32,0.26595744,0.5949367,-0.8457438705074931,-0.35164720124144677,-1.2118264616638657,-3.452636450612303,0.2776318,
156.71583,41.888603,156.71664,41.887268,1530243983932942336,0.02295171,479.387,70.49152,27.99868,89.60883,270.2809,84.04139,63.12906,12.40629,b'GALAXY',b'STARFORMING',10239+4208,0.25,0.25,0.84,2.2,1.0,0.29761904,0.38181818,-0.923335052688815,-0.28671052542926284,-1.1809167655430002,-3.654304602339108,0.0,
173.49004,45.266563,173.4926,45.265873,1538140952344946688,0.03340242,1149.055,184.454,59.97979,188.2959,567.944,143.1039,113.434,25.67817,b'GALAXY',b'STARFORMING',11312+4532,0.25,0.25,0.57,1.37,1.0,0.4385965,0.4160584,-1.1233924377536588,-0.41833649053022,-1.4994187324339419,-3.801053929813903,0.0,
177.56581,43.735118,177.56561,43.733936,1540296820121430016,0.0243899,1754.186,320.111,110.833,350.2259,1056.362,261.4542,208.557,58.28179,b'GALAXY',b'STARFORMING',11476+4400,0.25,0.17,1.3,2.86,1.4705882,0.13076924,0.45454547,-1.0606432467420686,-0.2208380891059732,-1.317003686432051,-3.404470515988649,0.38566247,
188.51298,43.416097,188.51451,43.414803,1544802343525050368,0.01957565,397.8503,101.2104,31.39779,49.81653,150.2582,82.28408,49.38274,12.68231,b'GALAXY',b'STARFORMING',12316+4341,0.35,0.29,0.5,1.31,1.2068965,0.58,0.3816794,-1.1704640100999768,-0.6873848571180351,-1.1058011630869986,-3.445867694803215,0.18805222,
200.79384,43.08626,200.79068,43.086826,1549264986797271040,0.02765822,243.1431,54.7526,39.51265,54.3484,163.9273,37.15981,20.00833,9.522387,b'GALAXY',b'BROADLINE',13209+4320,0.25,0.25,1.68,5.28,1.0,0.14880952,0.3181818,-0.3262039823520035,-0.1078912162469975,-1.4476534087018897,-3.240004606233868,0.0,
